"country","date","cases","mortality","hospitalization","icu"
"Austria",2020-02-25,2,NA,NA,NA
"Austria",2020-02-26,0,NA,NA,NA
"Austria",2020-02-27,1,NA,NA,NA
"Austria",2020-02-28,0,NA,NA,NA
"Austria",2020-02-29,6,NA,NA,NA
"Austria",2020-03-01,5,NA,NA,NA
"Austria",2020-03-02,4,NA,NA,NA
"Austria",2020-03-03,3,NA,NA,NA
"Austria",2020-03-04,8,NA,NA,NA
"Austria",2020-03-05,12,NA,NA,NA
"Austria",2020-03-06,14,NA,NA,NA
"Austria",2020-03-07,24,NA,NA,NA
"Austria",2020-03-08,25,NA,NA,NA
"Austria",2020-03-09,27,NA,NA,NA
"Austria",2020-03-10,51,NA,NA,NA
"Austria",2020-03-11,64,NA,NA,NA
"Austria",2020-03-12,56,1,NA,NA
"Austria",2020-03-13,202,0,NA,NA
"Austria",2020-03-14,151,0,NA,NA
"Austria",2020-03-15,205,0,NA,NA
"Austria",2020-03-16,158,2,NA,NA
"Austria",2020-03-17,314,0,NA,NA
"Austria",2020-03-18,314,1,NA,NA
"Austria",2020-03-19,367,2,NA,NA
"Austria",2020-03-20,375,0,NA,NA
"Austria",2020-03-21,426,2,NA,NA
"Austria",2020-03-22,768,8,NA,NA
"Austria",2020-03-23,892,5,NA,NA
"Austria",2020-03-24,809,7,NA,NA
"Austria",2020-03-25,305,2,NA,NA
"Austria",2020-03-26,1321,19,NA,NA
"Austria",2020-03-27,748,9,NA,NA
"Austria",2020-03-28,614,10,NA,NA
"Austria",2020-03-29,517,18,NA,NA
"Austria",2020-03-30,830,22,NA,NA
"Austria",2020-03-31,562,20,NA,NA
"Austria",2020-04-01,531,18,NA,NA
"Austria",2020-04-02,418,12,NA,NA
"Austria",2020-04-03,395,10,NA,NA
"Austria",2020-04-04,257,18,NA,NA
"Austria",2020-04-05,270,18,NA,NA
"Austria",2020-04-06,246,16,NA,NA
"Austria",2020-04-07,342,23,NA,NA
"Austria",2020-04-08,303,30,NA,NA
"Austria",2020-04-09,302,22,NA,NA
"Austria",2020-04-10,311,24,NA,NA
"Austria",2020-04-11,251,18,NA,NA
"Austria",2020-04-12,139,13,NA,NA
"Austria",2020-04-13,96,18,NA,NA
"Austria",2020-04-14,185,16,NA,NA
"Austria",2020-04-15,110,9,NA,NA
"Austria",2020-04-16,140,17,NA,NA
"Austria",2020-04-17,119,21,NA,NA
"Austria",2020-04-18,76,12,NA,NA
"Austria",2020-04-19,78,9,NA,NA
"Austria",2020-04-20,46,18,NA,NA
"Austria",2020-04-21,78,21,NA,NA
"Austria",2020-04-22,52,19,NA,NA
"Austria",2020-04-23,77,12,NA,NA
"Austria",2020-04-24,69,8,NA,NA
"Austria",2020-04-25,77,6,NA,NA
"Austria",2020-04-26,77,6,NA,NA
"Austria",2020-04-27,49,7,NA,NA
"Austria",2020-04-28,83,20,NA,NA
"Austria",2020-04-29,45,11,NA,NA
"Austria",2020-04-30,50,4,NA,NA
"Austria",2020-05-01,79,5,NA,NA
"Austria",2020-05-02,27,7,NA,NA
"Austria",2020-05-03,39,2,NA,NA
"Austria",2020-05-04,24,2,NA,NA
"Austria",2020-05-05,29,6,NA,NA
"Austria",2020-05-06,34,2,NA,NA
"Austria",2020-05-07,68,1,NA,NA
"Austria",2020-05-08,22,5,NA,NA
"Austria",2020-05-09,59,1,NA,NA
"Austria",2020-05-10,38,3,NA,NA
"Austria",2020-05-11,11,2,NA,NA
"Austria",2020-05-12,79,3,NA,NA
"Austria",2020-05-13,36,1,NA,NA
"Austria",2020-05-14,61,2,NA,NA
"Austria",2020-05-15,51,2,NA,NA
"Austria",2020-05-16,92,1,NA,NA
"Austria",2020-05-17,41,0,NA,NA
"Austria",2020-05-18,27,0,NA,NA
"Austria",2020-05-19,52,3,NA,NA
"Austria",2020-05-20,32,1,NA,NA
"Austria",2020-05-21,51,0,NA,NA
"Austria",2020-05-22,32,2,NA,NA
"Austria",2020-05-23,50,4,NA,NA
"Austria",2020-05-24,17,1,NA,NA
"Austria",2020-05-25,36,1,NA,NA
"Austria",2020-05-26,18,2,NA,NA
"Austria",2020-05-27,34,2,NA,NA
"Austria",2020-05-28,37,23,NA,NA
"Austria",2020-05-29,27,0,NA,NA
"Austria",2020-05-30,30,0,NA,NA
"Austria",2020-05-31,46,0,NA,NA
"Austria",2020-06-01,2,0,NA,NA
"Austria",2020-06-02,26,1,NA,NA
"Austria",2020-06-03,12,1,NA,NA
"Austria",2020-06-04,34,0,NA,NA
"Austria",2020-06-05,38,2,NA,NA
"Austria",2020-06-06,55,0,NA,NA
"Austria",2020-06-07,4,0,NA,NA
"Austria",2020-06-08,66,0,NA,NA
"Austria",2020-06-09,11,0,NA,NA
"Austria",2020-06-10,26,1,NA,NA
"Austria",2020-06-11,29,1,NA,NA
"Austria",2020-06-12,30,1,NA,NA
"Austria",2020-06-13,14,2,NA,NA
"Austria",2020-06-14,31,0,NA,NA
"Austria",2020-06-15,26,1,NA,NA
"Austria",2020-06-16,54,3,NA,NA
"Austria",2020-06-17,14,6,NA,NA
"Austria",2020-06-18,20,1,NA,NA
"Austria",2020-06-19,48,0,NA,NA
"Austria",2020-06-20,52,0,NA,NA
"Austria",2020-06-21,18,2,NA,NA
"Austria",2020-06-22,39,0,NA,NA
"Austria",2020-06-23,28,3,NA,NA
"Austria",2020-06-24,41,0,NA,NA
"Austria",2020-06-25,28,5,NA,NA
"Austria",2020-06-26,45,0,NA,NA
"Austria",2020-06-27,58,2,NA,NA
"Austria",2020-06-28,74,2,NA,NA
"Austria",2020-06-29,69,1,NA,NA
"Austria",2020-06-30,43,2,NA,NA
"Austria",2020-07-01,107,0,NA,NA
"Austria",2020-07-02,68,0,NA,NA
"Austria",2020-07-03,109,0,NA,NA
"Austria",2020-07-04,115,0,NA,NA
"Austria",2020-07-05,115,1,NA,NA
"Austria",2020-07-06,85,0,NA,NA
"Austria",2020-07-07,56,0,NA,NA
"Austria",2020-07-08,92,0,NA,NA
"Austria",2020-07-09,102,0,NA,NA
"Austria",2020-07-10,94,0,NA,NA
"Austria",2020-07-11,74,0,NA,NA
"Austria",2020-07-12,114,2,NA,NA
"Austria",2020-07-13,51,0,NA,NA
"Austria",2020-07-14,73,1,NA,NA
"Austria",2020-07-15,133,1,NA,NA
"Austria",2020-07-16,116,1,NA,NA
"Austria",2020-07-17,169,0,NA,NA
"Austria",2020-07-18,134,0,NA,NA
"Austria",2020-07-19,82,0,NA,NA
"Austria",2020-07-20,88,0,NA,NA
"Austria",2020-07-21,84,NA,NA,NA
"Austria",2020-07-22,102,1,NA,NA
"Austria",2020-07-23,170,0,NA,NA
"Austria",2020-07-24,115,0,NA,NA
"Austria",2020-07-25,124,1,NA,NA
"Austria",2020-07-26,134,0,NA,NA
"Austria",2020-07-27,86,1,NA,NA
"Austria",2020-07-28,119,0,NA,NA
"Austria",2020-07-29,173,3,NA,NA
"Austria",2020-07-30,105,2,NA,NA
"Austria",2020-07-31,175,0,NA,NA
"Austria",2020-08-01,82,0,NA,NA
"Austria",2020-08-02,92,0,NA,NA
"Austria",2020-08-03,81,0,NA,NA
"Austria",2020-08-04,96,1,NA,NA
"Austria",2020-08-05,85,0,NA,NA
"Austria",2020-08-06,130,0,NA,NA
"Austria",2020-08-07,141,1,NA,NA
"Austria",2020-08-08,82,1,NA,NA
"Austria",2020-08-09,114,0,NA,NA
"Austria",2020-08-10,73,2,NA,NA
"Austria",2020-08-11,139,0,NA,NA
"Austria",2020-08-12,194,1,NA,NA
"Austria",2020-08-13,155,1,NA,NA
"Austria",2020-08-14,282,0,NA,NA
"Austria",2020-08-15,303,3,NA,NA
"Austria",2020-08-16,191,0,NA,NA
"Austria",2020-08-17,164,1,NA,NA
"Austria",2020-08-18,295,0,NA,NA
"Austria",2020-08-19,255,0,NA,NA
"Austria",2020-08-20,347,0,NA,NA
"Austria",2020-08-21,331,1,NA,NA
"Austria",2020-08-22,300,2,NA,NA
"Austria",2020-08-23,191,0,NA,NA
"Austria",2020-08-24,242,1,NA,NA
"Austria",2020-08-25,211,0,NA,NA
"Austria",2020-08-26,327,0,NA,NA
"Austria",2020-08-27,328,0,NA,NA
"Austria",2020-08-28,229,0,NA,NA
"Austria",2020-08-29,395,0,NA,NA
"Austria",2020-08-30,181,0,NA,NA
"Austria",2020-08-31,272,0,NA,NA
"Austria",2020-09-01,204,1,NA,NA
"Austria",2020-09-02,327,0,NA,NA
"Austria",2020-09-03,403,1,NA,NA
"Austria",2020-09-04,357,0,NA,NA
"Austria",2020-09-05,358,0,NA,NA
"Austria",2020-09-06,184,1,NA,NA
"Austria",2020-09-07,290,10,NA,NA
"Austria",2020-09-08,520,1,NA,NA
"Austria",2020-09-09,502,0,NA,NA
"Austria",2020-09-10,664,1,NA,NA
"Austria",2020-09-11,580,2,NA,NA
"Austria",2020-09-12,869,4,NA,NA
"Austria",2020-09-13,463,2,NA,NA
"Austria",2020-09-14,382,1,NA,NA
"Austria",2020-09-15,764,0,NA,NA
"Austria",2020-09-16,768,1,NA,NA
"Austria",2020-09-17,780,0,NA,NA
"Austria",2020-09-18,808,5,NA,NA
"Austria",2020-09-19,813,2,NA,NA
"Austria",2020-09-20,621,1,NA,NA
"Austria",2020-09-21,563,1,NA,NA
"Austria",2020-09-22,645,4,NA,NA
"Austria",2020-09-23,681,6,NA,NA
"Austria",2020-09-24,832,6,NA,NA
"Austria",2020-09-25,684,3,NA,NA
"Austria",2020-09-26,714,1,NA,NA
"Austria",2020-09-27,662,0,NA,NA
"Austria",2020-09-28,556,3,NA,NA
"Austria",2020-09-29,609,6,NA,NA
"Austria",2020-09-30,772,3,NA,NA
"Austria",2020-10-01,873,3,NA,NA
"Austria",2020-10-02,688,1,NA,NA
"Austria",2020-10-03,1058,6,NA,NA
"Austria",2020-10-04,714,4,NA,NA
"Austria",2020-10-05,750,5,NA,NA
"Austria",2020-10-06,923,4,NA,NA
"Austria",2020-10-07,1029,8,NA,NA
"Austria",2020-10-08,1209,8,NA,NA
"Austria",2020-10-09,1131,4,NA,NA
"Austria",2020-10-10,1235,10,NA,NA
"Austria",2020-10-11,896,NA,NA,NA
"Austria",2020-10-12,979,4,NA,NA
"Austria",2020-10-13,1028,6,NA,NA
"Austria",2020-10-14,1346,11,NA,NA
"Austria",2020-10-15,1552,5,NA,NA
"Austria",2020-10-16,1163,5,NA,NA
"Austria",2020-10-17,1747,7,NA,NA
"Austria",2020-10-18,1672,4,NA,NA
"Austria",2020-10-19,1121,11,NA,NA
"Austria",2020-10-20,1524,10,NA,NA
"Austria",2020-10-21,1958,11,NA,NA
"Austria",2020-10-22,2435,16,NA,NA
"Austria",2020-10-23,2571,13,NA,NA
"Austria",2020-10-24,3614,11,NA,NA
"Austria",2020-10-25,2782,14,NA,NA
"Austria",2020-10-26,2456,13,NA,NA
"Austria",2020-10-27,2835,13,NA,NA
"Austria",2020-10-28,3394,22,NA,NA
"Austria",2020-10-29,4453,29,NA,NA
"Austria",2020-10-30,5627,26,NA,NA
"Austria",2020-10-31,5349,27,NA,NA
"Austria",2020-11-01,4956,21,NA,NA
"Austria",2020-11-02,4135,29,NA,NA
"Austria",2020-11-03,4182,33,NA,NA
"Austria",2020-11-04,6901,35,NA,NA
"Austria",2020-11-05,7416,41,NA,NA
"Austria",2020-11-06,6464,72,NA,NA
"Austria",2020-11-07,8241,37,NA,NA
"Austria",2020-11-08,5933,34,NA,NA
"Austria",2020-11-09,5593,43,NA,NA
"Austria",2020-11-10,6120,45,NA,NA
"Austria",2020-11-11,7514,65,NA,NA
"Austria",2020-11-12,9262,44,NA,NA
"Austria",2020-11-13,9586,53,NA,NA
"Austria",2020-11-14,7063,85,NA,NA
"Austria",2020-11-15,5665,83,NA,NA
"Austria",2020-11-16,4657,58,NA,NA
"Austria",2020-11-17,5984,58,NA,NA
"Austria",2020-11-18,7091,109,NA,NA
"Austria",2020-11-19,6995,62,NA,NA
"Austria",2020-11-20,6668,108,NA,NA
"Austria",2020-11-21,6611,104,NA,NA
"Austria",2020-11-22,5226,60,NA,NA
"Austria",2020-11-23,3145,71,NA,NA
"Austria",2020-11-24,4377,118,NA,NA
"Austria",2020-11-25,5802,90,NA,NA
"Austria",2020-11-26,5526,106,NA,NA
"Austria",2020-11-27,4954,113,NA,NA
"Austria",2020-11-28,4669,132,NA,NA
"Austria",2020-11-29,4047,87,NA,NA
"Austria",2020-11-30,2748,79,NA,NA
"Austria",2020-12-01,3033,141,NA,NA
"Austria",2020-12-02,3972,121,NA,NA
"Austria",2020-12-03,3969,92,NA,NA
"Austria",2020-12-04,3815,113,NA,NA
"Austria",2020-12-05,3444,106,NA,NA
"Austria",2020-12-06,2741,83,NA,NA
"Austria",2020-12-07,2263,57,NA,NA
"Austria",2020-12-08,2377,105,NA,NA
"Austria",2020-12-09,2932,54,NA,NA
"Austria",2020-12-10,2686,107,NA,NA
"Austria",2020-12-11,2893,126,NA,NA
"Austria",2020-12-12,3241,126,NA,NA
"Austria",2020-12-13,2641,58,NA,NA
"Austria",2020-12-14,2588,57,NA,NA
"Austria",2020-12-15,2628,118,NA,NA
"Austria",2020-12-16,2664,116,NA,NA
"Austria",2020-12-17,2485,218,NA,NA
"Austria",2020-12-18,2085,145,NA,NA
"Austria",2020-12-19,2296,82,NA,NA
"Austria",2020-12-20,1645,142,NA,NA
"Austria",2020-12-21,1519,84,NA,NA
"Austria",2020-12-22,1853,105,NA,NA
"Austria",2020-12-23,2131,114,NA,NA
"Austria",2020-12-24,2847,91,NA,NA
"Austria",2020-12-25,1851,38,NA,NA
"Austria",2020-12-26,1429,60,NA,NA
"Austria",2020-12-27,1408,38,NA,NA
"Austria",2020-12-28,1592,50,NA,NA
"Austria",2020-12-29,1868,128,NA,NA
"Austria",2020-12-30,2550,90,NA,NA
"Austria",2020-12-31,2913,73,NA,NA
"Austria",2021-01-01,2096,39,NA,NA
"Austria",2021-01-02,1391,14,NA,NA
"Austria",2021-01-03,1466,49,NA,NA
"Austria",2021-01-04,1642,33,NA,NA
"Austria",2021-01-05,2311,100,NA,NA
"Austria",2021-01-06,2469,68,NA,NA
"Austria",2021-01-07,2540,43,NA,NA
"Austria",2021-01-08,2063,73,NA,NA
"Austria",2021-01-09,2278,46,NA,NA
"Austria",2021-01-10,1651,36,NA,NA
"Austria",2021-01-11,1536,24,NA,NA
"Austria",2021-01-12,1575,72,NA,NA
"Austria",2021-01-13,1917,49,NA,NA
"Austria",2021-01-14,3510,53,NA,NA
"Austria",2021-01-15,1528,66,NA,NA
"Austria",2021-01-16,1723,66,NA,NA
"Austria",2021-01-17,1267,29,NA,NA
"Austria",2021-01-18,1161,40,NA,NA
"Austria",2021-01-19,1486,77,NA,NA
"Austria",2021-01-20,1671,38,NA,NA
"Austria",2021-01-21,1702,51,NA,NA
"Austria",2021-01-22,2088,42,NA,NA
"Austria",2021-01-23,1626,59,NA,NA
"Austria",2021-01-24,1202,29,NA,NA
"Austria",2021-01-25,1009,33,NA,NA
"Austria",2021-01-26,1417,64,NA,NA
"Austria",2021-01-27,1641,49,NA,NA
"Austria",2021-01-28,1449,43,NA,NA
"Austria",2021-01-29,1500,51,NA,NA
"Austria",2021-01-30,1478,45,NA,NA
"Austria",2021-01-31,1190,18,NA,NA
"Austria",2021-02-01,1124,57,NA,NA
"Austria",2021-02-02,1241,69,NA,NA
"Austria",2021-02-03,1520,55,NA,NA
"Austria",2021-02-04,1518,34,NA,NA
"Austria",2021-02-05,1388,37,NA,NA
"Austria",2021-02-06,1333,21,NA,NA
"Austria",2021-02-07,1317,18,NA,NA
"Austria",2021-02-08,1057,20,NA,NA
"Austria",2021-02-09,1197,39,NA,NA
"Austria",2021-02-10,1469,43,NA,NA
"Austria",2021-02-11,1577,24,NA,NA
"Austria",2021-02-12,1731,32,NA,NA
"Austria",2021-02-13,1433,25,NA,NA
"Austria",2021-02-14,1184,16,NA,NA
"Austria",2021-02-15,1225,10,NA,NA
"Austria",2021-02-16,1427,39,NA,NA
"Austria",2021-02-17,1735,30,NA,NA
"Austria",2021-02-18,1967,22,NA,NA
"Austria",2021-02-19,1818,36,NA,NA
"Austria",2021-02-20,1877,20,NA,NA
"Austria",2021-02-21,1838,18,NA,NA
"Austria",2021-02-22,1270,11,NA,NA
"Austria",2021-02-23,1727,37,NA,NA
"Austria",2021-02-24,2005,36,NA,NA
"Austria",2021-02-25,2391,23,NA,NA
"Austria",2021-02-26,2093,22,NA,NA
"Austria",2021-02-27,2457,23,NA,NA
"Austria",2021-02-28,2123,23,NA,NA
"Austria",2021-03-01,1409,13,NA,NA
"Austria",2021-03-02,1920,31,NA,NA
"Austria",2021-03-03,2553,20,NA,NA
"Austria",2021-03-04,2324,27,NA,NA
"Austria",2021-03-05,2668,17,NA,NA
"Austria",2021-03-06,2557,25,NA,NA
"Austria",2021-03-07,2199,19,NA,NA
"Austria",2021-03-08,1910,19,NA,NA
"Austria",2021-03-09,2411,25,NA,NA
"Austria",2021-03-10,2528,19,NA,NA
"Austria",2021-03-11,2997,22,NA,NA
"Austria",2021-03-12,3126,33,NA,NA
"Austria",2021-03-13,3023,25,NA,NA
"Austria",2021-03-14,2503,17,NA,NA
"Austria",2021-03-15,1896,19,NA,NA
"Austria",2021-03-16,2425,33,NA,NA
"Austria",2021-03-17,3335,31,NA,NA
"Austria",2021-03-18,3357,26,NA,NA
"Austria",2021-03-19,3515,42,NA,NA
"Austria",2021-03-20,3344,28,NA,NA
"Austria",2021-03-21,2713,22,NA,NA
"Austria",2021-03-22,2412,15,NA,NA
"Austria",2021-03-23,3415,32,NA,NA
"Austria",2021-03-24,3289,30,NA,NA
"Austria",2021-03-25,3124,27,NA,NA
"Austria",2021-03-26,3895,22,NA,NA
"Austria",2021-03-27,3498,31,NA,NA
"Austria",2021-03-28,2679,25,NA,NA
"Austria",2021-03-29,3076,19,NA,NA
"Austria",2021-03-30,3001,33,NA,NA
"Austria",2021-03-31,3687,31,NA,NA
"Austria",2021-04-01,3363,29,NA,NA
"Austria",2021-04-02,3137,29,NA,NA
"Austria",2021-04-03,3283,37,NA,NA
"Austria",2021-04-04,2743,15,NA,NA
"Austria",2021-04-05,2217,33,NA,NA
"Austria",2021-04-06,1935,35,NA,NA
"Austria",2021-04-07,3101,29,NA,NA
"Austria",2021-04-08,2906,40,NA,NA
"Austria",2021-04-09,2702,38,NA,NA
"Austria",2021-04-10,3139,38,NA,NA
"Austria",2021-04-11,2252,25,NA,NA
"Austria",2021-04-12,1943,19,NA,NA
"Austria",2021-04-13,2313,42,NA,NA
"Austria",2021-04-14,2942,31,NA,NA
"Austria",2021-04-15,2678,34,NA,NA
"Austria",2021-04-16,2416,30,NA,NA
"Austria",2021-04-17,2048,27,NA,NA
"Austria",2021-04-18,2076,28,NA,NA
"Austria",2021-04-19,2117,24,NA,NA
"Austria",2021-04-20,2026,37,NA,NA
"Austria",2021-04-21,2523,38,NA,NA
"Austria",2021-04-22,2405,29,NA,NA
"Austria",2021-04-23,2329,29,NA,NA
"Austria",2021-04-24,2131,15,NA,NA
"Austria",2021-04-25,2025,17,NA,NA
"Austria",2021-04-26,1566,11,NA,NA
"Austria",2021-04-27,1625,28,NA,NA
"Austria",2021-04-28,2340,26,NA,NA
"Austria",2021-04-29,2229,27,NA,NA
"Austria",2021-04-30,2131,26,NA,NA
"Austria",2021-05-01,1615,28,NA,NA
"Austria",2021-05-02,1625,12,NA,NA
"Austria",2021-05-03,1091,15,NA,NA
"Austria",2021-05-04,1394,31,NA,NA
"Austria",2021-05-05,1644,20,NA,NA
"Austria",2021-05-06,1245,22,NA,NA
"Austria",2021-05-07,1333,18,NA,NA
"Austria",2021-05-08,1233,23,NA,NA
"Austria",2021-05-09,1026,8,NA,NA
"Austria",2021-05-10,820,10,NA,NA
"Austria",2021-05-11,870,21,NA,NA
"Austria",2021-05-12,1194,15,NA,NA
"Austria",2021-05-13,933,16,NA,NA
"Austria",2021-05-14,887,11,NA,NA
"Austria",2021-05-15,644,15,NA,NA
"Austria",2021-05-16,673,4,NA,NA
"Austria",2021-05-17,476,6,NA,NA
"Austria",2021-05-18,582,19,NA,NA
"Austria",2021-05-19,899,9,NA,NA
"Austria",2021-05-20,562,19,NA,NA
"Austria",2021-05-21,677,7,NA,NA
"Austria",2021-05-22,583,7,NA,NA
"Austria",2021-05-23,504,5,NA,NA
"Austria",2021-05-24,360,1,NA,NA
"Austria",2021-05-25,398,4,NA,NA
"Austria",2021-05-26,445,15,NA,NA
"Austria",2021-05-27,585,7,NA,NA
"Austria",2021-05-28,541,15,NA,NA
"Austria",2021-05-29,498,4,NA,NA
"Austria",2021-05-30,379,4,NA,NA
"Austria",2021-05-31,229,7,NA,NA
"Austria",2021-06-01,337,12,NA,NA
"Austria",2021-06-02,400,6,NA,NA
"Austria",2021-06-03,282,6,NA,NA
"Austria",2021-06-04,333,4,NA,NA
"Austria",2021-06-05,271,5,NA,NA
"Austria",2021-06-06,362,3,NA,NA
"Austria",2021-06-07,279,1,NA,NA
"Austria",2021-06-08,243,7,NA,NA
"Austria",2021-06-09,366,3,NA,NA
"Austria",2021-06-10,283,0,NA,NA
"Austria",2021-06-11,216,2,NA,NA
"Austria",2021-06-12,200,0,NA,NA
"Austria",2021-06-13,233,9,NA,NA
"Austria",2021-06-14,112,1,NA,NA
"Austria",2021-06-15,117,6,NA,NA
"Austria",2021-06-16,153,3,NA,NA
"Austria",2021-06-17,179,3,NA,NA
"Austria",2021-06-18,128,3,NA,NA
"Austria",2021-06-19,136,2,NA,NA
"Austria",2021-06-20,131,1,NA,NA
"Austria",2021-06-21,94,0,NA,NA
"Austria",2021-06-22,58,4,NA,NA
"Austria",2021-06-23,117,2,NA,NA
"Austria",2021-06-24,77,11,NA,NA
"Austria",2021-06-25,94,3,NA,NA
"Austria",2021-06-26,176,NA,NA,NA
"Austria",2021-06-27,69,1,NA,NA
"Austria",2021-06-28,63,1,NA,NA
"Austria",2021-06-29,29,NA,NA,NA
"Austria",2021-06-30,59,2,NA,NA
"Austria",2021-07-01,62,4,NA,NA
"Austria",2021-07-02,95,3,NA,NA
"Austria",2021-07-03,93,0,NA,NA
"Austria",2021-07-04,75,0,NA,NA
"Austria",2021-07-05,80,4,NA,NA
"Austria",2021-07-06,84,5,NA,NA
"Austria",2021-07-07,107,1,NA,NA
"Austria",2021-07-08,120,2,NA,NA
"Austria",2021-07-09,163,1,NA,NA
"Austria",2021-07-10,162,1,NA,NA
"Austria",2021-07-11,159,0,NA,NA
"Austria",2021-07-12,192,0,NA,NA
"Austria",2021-07-13,218,1,NA,NA
"Austria",2021-07-14,332,2,NA,NA
"Austria",2021-07-15,306,1,NA,NA
"Austria",2021-07-16,341,1,NA,NA
"Austria",2021-07-17,411,0,NA,NA
"Austria",2021-07-18,323,1,NA,NA
"Austria",2021-07-19,263,0,NA,NA
"Austria",2021-07-20,316,0,NA,NA
"Austria",2021-07-21,431,0,NA,NA
"Austria",2021-07-22,452,1,NA,NA
"Austria",2021-07-23,392,0,NA,NA
"Austria",2021-07-24,349,1,NA,NA
"Austria",2021-07-25,332,0,NA,NA
"Austria",2021-07-26,312,1,NA,NA
"Austria",2021-07-27,367,5,NA,NA
"Austria",2021-07-28,552,0,NA,NA
"Austria",2021-07-29,503,0,NA,NA
"Austria",2021-07-30,514,0,NA,NA
"Austria",2021-07-31,538,0,NA,NA
"Austria",2021-08-01,452,1,NA,NA
"Austria",2021-08-02,364,1,NA,NA
"Austria",2021-08-03,390,3,NA,NA
"Austria",2021-08-04,592,2,NA,NA
"Austria",2021-08-05,505,1,NA,NA
"Austria",2021-08-06,563,3,NA,NA
"Austria",2021-08-07,607,2,NA,NA
"Austria",2021-08-08,553,0,NA,NA
"Austria",2021-08-09,450,0,NA,NA
"Austria",2021-08-10,601,1,NA,NA
"Austria",2021-08-11,902,1,NA,NA
"Austria",2021-08-12,850,1,NA,NA
"Austria",2021-08-13,1005,0,NA,NA
"Austria",2021-08-14,951,1,NA,NA
"Austria",2021-08-15,891,2,NA,NA
"Austria",2021-08-16,774,1,NA,NA
"Austria",2021-08-17,866,0,NA,NA
"Austria",2021-08-18,1221,0,NA,NA
"Austria",2021-08-19,1226,3,NA,NA
"Austria",2021-08-20,1258,1,NA,NA
"Austria",2021-08-21,1328,0,NA,NA
"Austria",2021-08-22,1121,1,NA,NA
"Austria",2021-08-23,1077,1,NA,NA
"Austria",2021-08-24,1002,5,NA,NA
"Austria",2021-08-25,1574,2,NA,NA
"Austria",2021-08-26,1438,2,NA,NA
"Austria",2021-08-27,1602,4,NA,NA
"Austria",2021-08-28,1322,1,NA,NA
"Austria",2021-08-29,1415,4,NA,NA
"Austria",2021-08-30,1120,1,NA,NA
"Austria",2021-08-31,1229,NA,NA,NA
"Austria",2021-09-01,1848,3,NA,NA
"Austria",2021-09-02,1510,3,NA,NA
"Austria",2021-09-03,1753,7,NA,NA
"Austria",2021-09-04,1715,5,NA,NA
"Austria",2021-09-05,1774,3,NA,NA
"Austria",2021-09-06,605,8,NA,NA
"Austria",2021-09-07,1438,11,NA,NA
"Austria",2021-09-08,2268,3,NA,NA
"Austria",2021-09-09,2356,7,NA,NA
"Austria",2021-09-10,2341,10,NA,NA
"Austria",2021-09-11,2260,5,NA,NA
"Austria",2021-09-12,1857,2,NA,NA
"Austria",2021-09-13,1543,1,NA,NA
"Austria",2021-09-14,1696,9,NA,NA
"Austria",2021-09-15,2624,7,NA,NA
"Austria",2021-09-16,2198,14,NA,NA
"Austria",2021-09-17,2364,12,NA,NA
"Austria",2021-09-18,1902,7,NA,NA
"Austria",2021-09-19,1678,6,NA,NA
"Austria",2021-09-20,1399,1,NA,NA
"Austria",2021-09-21,1240,22,NA,NA
"Austria",2021-09-22,2022,15,NA,NA
"Austria",2021-09-23,1707,10,NA,NA
"Austria",2021-09-24,1754,10,NA,NA
"Austria",2021-09-25,2145,8,NA,NA
"Austria",2021-09-26,1588,8,NA,NA
"Austria",2021-09-27,1312,7,NA,NA
"Austria",2021-09-28,1561,10,NA,NA
"Austria",2021-09-29,2283,12,NA,NA
"Austria",2021-09-30,2049,11,NA,NA
"Austria",2021-10-01,1869,5,NA,NA
"Austria",2021-10-02,1416,7,NA,NA
"Austria",2021-10-03,2445,5,NA,NA
"Austria",2021-10-04,1404,8,NA,NA
"Austria",2021-10-05,910,15,NA,NA
"Austria",2021-10-06,2693,12,NA,NA
"Austria",2021-10-07,1965,11,NA,NA
"Austria",2021-10-08,1878,12,NA,NA
"Austria",2021-10-09,1868,6,NA,NA
"Austria",2021-10-10,1675,6,NA,NA
"Austria",2021-10-11,1320,10,NA,NA
"Austria",2021-10-12,1390,14,NA,NA
"Austria",2021-10-13,2614,15,NA,NA
"Austria",2021-10-14,2169,8,NA,NA
"Austria",2021-10-15,2432,8,NA,NA
"Austria",2021-10-16,2397,10,NA,NA
"Austria",2021-10-17,2242,6,NA,NA
"Austria",2021-10-18,1897,13,NA,NA
"Austria",2021-10-19,2590,16,NA,NA
"Austria",2021-10-20,3727,13,NA,NA
"Austria",2021-10-21,3648,11,NA,NA
"Austria",2021-10-22,3582,13,NA,NA
"Austria",2021-10-23,3756,12,NA,NA
"Austria",2021-10-24,3624,6,NA,NA
"Austria",2021-10-25,2850,10,NA,NA
"Austria",2021-10-26,3369,18,NA,NA
"Austria",2021-10-27,4261,10,NA,NA
"Austria",2021-10-28,4248,27,NA,NA
"Austria",2021-10-29,5861,17,NA,NA
"Austria",2021-10-30,6102,12,NA,NA
"Austria",2021-10-31,5684,12,NA,NA
"Austria",2021-11-01,4523,12,NA,NA
"Austria",2021-11-02,5398,11,NA,NA
"Austria",2021-11-03,6506,20,NA,NA
"Austria",2021-11-04,8594,19,NA,NA
"Austria",2021-11-05,9388,32,NA,NA
