"country","date","cases","mortality","hospitalization","icu"
"Cyprus",2021-02-15,123,1,7.71428571428571,1.57142857142857
"Cyprus",2021-02-16,113,1,7.71428571428571,1.57142857142857
"Cyprus",2021-02-17,81,3,7.71428571428571,1.57142857142857
"Cyprus",2021-02-18,121,2,7.71428571428571,1.57142857142857
"Cyprus",2021-02-19,107,1,7.71428571428571,1.57142857142857
"Cyprus",2021-02-20,111,1,7.71428571428571,1.57142857142857
"Cyprus",2021-02-21,107,0,9.57142857142857,1.42857142857143
"Cyprus",2021-02-22,107,0,9.57142857142857,1.42857142857143
"Cyprus",2021-02-23,131,1,9.57142857142857,1.42857142857143
"Cyprus",2021-02-24,176,0,9.57142857142857,1.42857142857143
"Cyprus",2021-02-25,143,1,9.57142857142857,1.42857142857143
"Cyprus",2021-02-26,199,0,9.57142857142857,1.42857142857143
"Cyprus",2021-02-27,272,0,9.57142857142857,1.42857142857143
"Cyprus",2021-02-28,243,0,8.71428571428571,0.428571428571429
"Cyprus",2021-03-01,447,0,8.71428571428571,0.428571428571429
"Cyprus",2021-03-02,302,0,8.71428571428571,0.428571428571429
"Cyprus",2021-03-03,288,1,8.71428571428571,0.428571428571429
"Cyprus",2021-03-04,323,0,8.71428571428571,0.428571428571429
"Cyprus",2021-03-05,384,0,8.71428571428571,0.428571428571429
"Cyprus",2021-03-06,273,0,8.71428571428571,0.428571428571429
"Cyprus",2021-03-07,298,0,15.4285714285714,1.28571428571429
"Cyprus",2021-03-08,303,1,15.4285714285714,1.28571428571429
"Cyprus",2021-03-09,352,0,15.4285714285714,1.28571428571429
"Cyprus",2021-03-10,420,0,15.4285714285714,1.28571428571429
"Cyprus",2021-03-11,415,2,15.4285714285714,1.28571428571429
"Cyprus",2021-03-12,431,1,15.4285714285714,1.28571428571429
"Cyprus",2021-03-13,383,2,15.4285714285714,1.28571428571429
"Cyprus",2021-03-14,398,0,25.7142857142857,3.42857142857143
"Cyprus",2021-03-15,374,2,25.7142857142857,3.42857142857143
"Cyprus",2021-03-16,218,0,25.7142857142857,3.42857142857143
"Cyprus",2021-03-17,475,1,25.7142857142857,3.42857142857143
"Cyprus",2021-03-18,382,0,25.7142857142857,3.42857142857143
"Cyprus",2021-03-19,385,0,25.7142857142857,3.42857142857143
"Cyprus",2021-03-20,364,0,25.7142857142857,3.42857142857143
"Cyprus",2021-03-21,407,1,24.1428571428571,2.57142857142857
"Cyprus",2021-03-22,336,1,24.1428571428571,2.57142857142857
"Cyprus",2021-03-23,410,2,24.1428571428571,2.57142857142857
"Cyprus",2021-03-24,365,1,24.1428571428571,2.57142857142857
"Cyprus",2021-03-25,293,2,24.1428571428571,2.57142857142857
"Cyprus",2021-03-26,324,0,24.1428571428571,2.57142857142857
"Cyprus",2021-03-27,361,0,24.1428571428571,2.57142857142857
"Cyprus",2021-03-28,334,2,21,3.42857142857143
"Cyprus",2021-03-29,326,2,21,3.42857142857143
"Cyprus",2021-03-30,360,2,21,3.42857142857143
"Cyprus",2021-03-31,439,2,21,3.42857142857143
"Cyprus",2021-04-01,728,0,21,3.42857142857143
"Cyprus",2021-04-02,309,4,21,3.42857142857143
"Cyprus",2021-04-03,705,1,21,3.42857142857143
"Cyprus",2021-04-04,404,0,21.7142857142857,3
"Cyprus",2021-04-05,431,0,21.7142857142857,3
"Cyprus",2021-04-06,565,1,21.7142857142857,3
"Cyprus",2021-04-07,559,2,21.7142857142857,3
"Cyprus",2021-04-08,529,2,21.7142857142857,3
"Cyprus",2021-04-09,622,2,21.7142857142857,3
"Cyprus",2021-04-10,601,0,21.7142857142857,3
"Cyprus",2021-04-11,446,4,25.4285714285714,3.42857142857143
"Cyprus",2021-04-12,470,0,25.4285714285714,3.42857142857143
"Cyprus",2021-04-13,528,1,25.4285714285714,3.42857142857143
"Cyprus",2021-04-14,619,1,25.4285714285714,3.42857142857143
"Cyprus",2021-04-15,602,3,25.4285714285714,3.42857142857143
"Cyprus",2021-04-16,690,6,25.4285714285714,3.42857142857143
"Cyprus",2021-04-17,677,1,25.4285714285714,3.42857142857143
"Cyprus",2021-04-18,786,4,29.4285714285714,3.85714285714286
"Cyprus",2021-04-19,852,3,29.4285714285714,3.85714285714286
"Cyprus",2021-04-20,822,3,29.4285714285714,3.85714285714286
"Cyprus",2021-04-21,941,1,29.4285714285714,3.85714285714286
"Cyprus",2021-04-22,843,0,29.4285714285714,3.85714285714286
"Cyprus",2021-04-23,927,1,29.4285714285714,3.85714285714286
"Cyprus",2021-04-24,889,1,29.4285714285714,3.85714285714286
"Cyprus",2021-04-25,895,1,35.8571428571429,3.42857142857143
"Cyprus",2021-04-26,773,0,35.8571428571429,3.42857142857143
"Cyprus",2021-04-27,611,3,35.8571428571429,3.42857142857143
"Cyprus",2021-04-28,760,2,35.8571428571429,3.42857142857143
"Cyprus",2021-04-29,845,3,35.8571428571429,3.42857142857143
"Cyprus",2021-04-30,668,2,35.8571428571429,3.42857142857143
"Cyprus",2021-05-01,783,4,35.8571428571429,3.42857142857143
"Cyprus",2021-05-02,463,1,32.7142857142857,3.14285714285714
"Cyprus",2021-05-03,58,1,32.7142857142857,3.14285714285714
"Cyprus",2021-05-04,481,7,32.7142857142857,3.14285714285714
"Cyprus",2021-05-05,509,5,32.7142857142857,3.14285714285714
"Cyprus",2021-05-06,562,1,32.7142857142857,3.14285714285714
"Cyprus",2021-05-07,460,1,32.7142857142857,3.14285714285714
"Cyprus",2021-05-08,324,4,32.7142857142857,3.14285714285714
"Cyprus",2021-05-09,397,2,26.8571428571429,2.57142857142857
"Cyprus",2021-05-10,269,2,26.8571428571429,2.57142857142857
"Cyprus",2021-05-11,276,1,26.8571428571429,2.57142857142857
"Cyprus",2021-05-12,390,2,26.8571428571429,2.57142857142857
"Cyprus",2021-05-13,260,2,26.8571428571429,2.57142857142857
"Cyprus",2021-05-14,213,1,26.8571428571429,2.57142857142857
"Cyprus",2021-05-15,171,4,26.8571428571429,2.57142857142857
"Cyprus",2021-05-16,157,0,16,2.28571428571429
"Cyprus",2021-05-17,165,0,16,2.28571428571429
"Cyprus",2021-05-18,167,1,16,2.28571428571429
"Cyprus",2021-05-19,167,1,16,2.28571428571429
"Cyprus",2021-05-20,135,0,16,2.28571428571429
"Cyprus",2021-05-21,77,2,16,2.28571428571429
"Cyprus",2021-05-22,135,2,16,2.28571428571429
"Cyprus",2021-05-23,91,1,9.71428571428571,1.85714285714286
"Cyprus",2021-05-24,75,1,9.71428571428571,1.85714285714286
"Cyprus",2021-05-25,100,2,9.71428571428571,1.85714285714286
"Cyprus",2021-05-26,79,1,9.71428571428571,1.85714285714286
"Cyprus",2021-05-27,69,0,9.71428571428571,1.85714285714286
"Cyprus",2021-05-28,75,0,9.71428571428571,1.85714285714286
"Cyprus",2021-05-29,73,3,9.71428571428571,1.85714285714286
"Cyprus",2021-05-30,56,0,5,0.714285714285714
"Cyprus",2021-05-31,44,0,5,0.714285714285714
"Cyprus",2021-06-01,95,0,5,0.714285714285714
"Cyprus",2021-06-02,58,0,5,0.714285714285714
"Cyprus",2021-06-03,58,1,5,0.714285714285714
"Cyprus",2021-06-04,53,1,5,0.714285714285714
"Cyprus",2021-06-05,83,1,5,0.714285714285714
"Cyprus",2021-06-06,41,0,3.14285714285714,0.142857142857143
"Cyprus",2021-06-07,29,0,3.14285714285714,0.142857142857143
"Cyprus",2021-06-08,80,1,3.14285714285714,0.142857142857143
"Cyprus",2021-06-09,60,1,3.14285714285714,0.142857142857143
"Cyprus",2021-06-10,77,2,3.14285714285714,0.142857142857143
"Cyprus",2021-06-11,59,4,3.14285714285714,0.142857142857143
"Cyprus",2021-06-12,60,1,3.14285714285714,0.142857142857143
"Cyprus",2021-06-13,42,1,2.85714285714286,0.714285714285714
"Cyprus",2021-06-14,33,0,2.85714285714286,0.714285714285714
"Cyprus",2021-06-15,57,1,2.85714285714286,0.714285714285714
"Cyprus",2021-06-16,64,0,2.85714285714286,0.714285714285714
"Cyprus",2021-06-17,68,0,2.85714285714286,0.714285714285714
"Cyprus",2021-06-18,65,0,2.85714285714286,0.714285714285714
"Cyprus",2021-06-19,76,0,2.85714285714286,0.714285714285714
"Cyprus",2021-06-20,62,0,5,1.14285714285714
"Cyprus",2021-06-21,61,0,5,1.14285714285714
"Cyprus",2021-06-22,67,0,5,1.14285714285714
"Cyprus",2021-06-23,122,0,5,1.14285714285714
"Cyprus",2021-06-24,167,0,5,1.14285714285714
"Cyprus",2021-06-25,175,0,5,1.14285714285714
"Cyprus",2021-06-26,169,0,5,1.14285714285714
"Cyprus",2021-06-27,226,0,4.71428571428571,0.285714285714286
"Cyprus",2021-06-28,216,0,4.71428571428571,0.285714285714286
"Cyprus",2021-06-29,314,0,4.71428571428571,0.285714285714286
"Cyprus",2021-06-30,332,0,4.71428571428571,0.285714285714286
"Cyprus",2021-07-01,815,0,4.71428571428571,0.285714285714286
"Cyprus",2021-07-02,473,0,4.71428571428571,0.285714285714286
"Cyprus",2021-07-03,529,0,4.71428571428571,0.285714285714286
"Cyprus",2021-07-04,583,0,11.1428571428571,1.57142857142857
"Cyprus",2021-07-05,577,5,11.1428571428571,1.57142857142857
"Cyprus",2021-07-06,787,1,11.1428571428571,1.57142857142857
"Cyprus",2021-07-07,827,0,11.1428571428571,1.57142857142857
"Cyprus",2021-07-08,952,0,11.1428571428571,1.57142857142857
"Cyprus",2021-07-09,993,0,11.1428571428571,1.57142857142857
"Cyprus",2021-07-10,882,0,11.1428571428571,1.57142857142857
"Cyprus",2021-07-11,960,0,18.8571428571429,1.42857142857143
"Cyprus",2021-07-12,849,0,18.8571428571429,1.42857142857143
"Cyprus",2021-07-13,832,0,18.8571428571429,1.42857142857143
"Cyprus",2021-07-14,1081,2,18.8571428571429,1.42857142857143
"Cyprus",2021-07-15,1120,1,18.8571428571429,1.42857142857143
"Cyprus",2021-07-16,1152,0,18.8571428571429,1.42857142857143
"Cyprus",2021-07-17,953,1,18.8571428571429,1.42857142857143
"Cyprus",2021-07-18,928,0,29,3.14285714285714
"Cyprus",2021-07-19,858,1,29,3.14285714285714
"Cyprus",2021-07-20,1056,5,29,3.14285714285714
"Cyprus",2021-07-21,995,1,29,3.14285714285714
"Cyprus",2021-07-22,1014,3,29,3.14285714285714
"Cyprus",2021-07-23,1046,4,29,3.14285714285714
"Cyprus",2021-07-24,895,0,29,3.14285714285714
"Cyprus",2021-07-25,789,1,33.5714285714286,3.71428571428571
"Cyprus",2021-07-26,727,2,33.5714285714286,3.71428571428571
"Cyprus",2021-07-27,851,3,33.5714285714286,3.71428571428571
"Cyprus",2021-07-28,791,6,33.5714285714286,3.71428571428571
"Cyprus",2021-07-29,769,2,33.5714285714286,3.71428571428571
"Cyprus",2021-07-30,655,4,33.5714285714286,3.71428571428571
"Cyprus",2021-07-31,635,3,33.5714285714286,3.71428571428571
"Cyprus",2021-08-01,742,2,33.2857142857143,4.42857142857143
"Cyprus",2021-08-02,277,1,33.2857142857143,4.42857142857143
"Cyprus",2021-08-03,493,4,33.2857142857143,4.42857142857143
"Cyprus",2021-08-04,598,4,33.2857142857143,4.42857142857143
"Cyprus",2021-08-05,575,1,33.2857142857143,4.42857142857143
"Cyprus",2021-08-06,580,3,33.2857142857143,4.42857142857143
"Cyprus",2021-08-07,525,4,33.2857142857143,4.42857142857143
"Cyprus",2021-08-08,599,1,29.2857142857143,4.42857142857143
"Cyprus",2021-08-09,389,4,29.2857142857143,4.42857142857143
"Cyprus",2021-08-10,446,3,29.2857142857143,4.42857142857143
"Cyprus",2021-08-11,573,3,29.2857142857143,4.42857142857143
"Cyprus",2021-08-12,484,6,29.2857142857143,4.42857142857143
"Cyprus",2021-08-13,402,3,29.2857142857143,4.42857142857143
"Cyprus",2021-08-14,419,2,29.2857142857143,4.42857142857143
"Cyprus",2021-08-15,401,1,21.2857142857143,4.42857142857143
"Cyprus",2021-08-16,165,0,21.2857142857143,4.42857142857143
"Cyprus",2021-08-17,381,5,21.2857142857143,4.42857142857143
"Cyprus",2021-08-18,412,3,21.2857142857143,4.42857142857143
"Cyprus",2021-08-19,433,3,21.2857142857143,4.42857142857143
"Cyprus",2021-08-20,420,4,21.2857142857143,4.42857142857143
"Cyprus",2021-08-21,311,6,21.2857142857143,4.42857142857143
"Cyprus",2021-08-22,311,2,18,2.71428571428571
"Cyprus",2021-08-23,193,6,18,2.71428571428571
"Cyprus",2021-08-24,333,2,18,2.71428571428571
"Cyprus",2021-08-25,355,2,18,2.71428571428571
"Cyprus",2021-08-26,257,0,18,2.71428571428571
"Cyprus",2021-08-27,254,5,18,2.71428571428571
"Cyprus",2021-08-28,324,5,18,2.71428571428571
"Cyprus",2021-08-29,213,1,13.2857142857143,1.57142857142857
"Cyprus",2021-08-30,208,2,13.2857142857143,1.57142857142857
"Cyprus",2021-08-31,311,2,13.2857142857143,1.57142857142857
"Cyprus",2021-09-01,287,2,13.2857142857143,1.57142857142857
"Cyprus",2021-09-02,256,4,13.2857142857143,1.57142857142857
"Cyprus",2021-09-03,235,1,13.2857142857143,1.57142857142857
"Cyprus",2021-09-04,238,4,13.2857142857143,1.57142857142857
"Cyprus",2021-09-05,295,1,13.2857142857143,1.28571428571429
"Cyprus",2021-09-06,147,2,13.2857142857143,1.28571428571429
"Cyprus",2021-09-07,223,1,13.2857142857143,1.28571428571429
"Cyprus",2021-09-08,206,2,13.2857142857143,1.28571428571429
"Cyprus",2021-09-09,182,5,13.2857142857143,1.28571428571429
"Cyprus",2021-09-10,174,3,13.2857142857143,1.28571428571429
"Cyprus",2021-09-11,142,1,13.2857142857143,1.28571428571429
"Cyprus",2021-09-12,136,1,10.5714285714286,2
"Cyprus",2021-09-13,100,0,10.5714285714286,2
"Cyprus",2021-09-14,159,4,10.5714285714286,2
"Cyprus",2021-09-15,126,2,10.5714285714286,2
"Cyprus",2021-09-16,230,1,10.5714285714286,2
"Cyprus",2021-09-17,124,1,10.5714285714286,2
"Cyprus",2021-09-18,153,0,10.5714285714286,2
"Cyprus",2021-09-19,140,2,7.85714285714286,1.85714285714286
"Cyprus",2021-09-20,94,0,7.85714285714286,1.85714285714286
"Cyprus",2021-09-21,156,1,7.85714285714286,1.85714285714286
"Cyprus",2021-09-22,117,0,7.85714285714286,1.85714285714286
"Cyprus",2021-09-23,106,0,7.85714285714286,1.85714285714286
"Cyprus",2021-09-24,145,2,7.85714285714286,1.85714285714286
"Cyprus",2021-09-25,109,0,7.85714285714286,1.85714285714286
"Cyprus",2021-09-26,99,1,5.71428571428571,2.14285714285714
"Cyprus",2021-09-27,78,1,5.71428571428571,2.14285714285714
"Cyprus",2021-09-28,136,0,5.71428571428571,2.14285714285714
"Cyprus",2021-09-29,117,0,5.71428571428571,2.14285714285714
"Cyprus",2021-09-30,123,0,5.71428571428571,2.14285714285714
"Cyprus",2021-10-01,129,0,5.71428571428571,2.14285714285714
"Cyprus",2021-10-02,0,0,5.71428571428571,2.14285714285714
"Cyprus",2021-10-03,0,0,4.57142857142857,0.714285714285714
"Cyprus",2021-10-04,226,2,4.57142857142857,0.714285714285714
"Cyprus",2021-10-05,117,1,4.57142857142857,0.714285714285714
"Cyprus",2021-10-06,146,2,4.57142857142857,0.714285714285714
"Cyprus",2021-10-07,100,1,4.57142857142857,0.714285714285714
"Cyprus",2021-10-08,131,0,4.57142857142857,0.714285714285714
"Cyprus",2021-10-09,0,0,4.57142857142857,0.714285714285714
"Cyprus",2021-10-10,0,1,4.28571428571429,0.571428571428571
"Cyprus",2021-10-11,372,1,4.28571428571429,0.571428571428571
"Cyprus",2021-10-12,170,0,4.28571428571429,0.571428571428571
"Cyprus",2021-10-13,166,0,4.28571428571429,0.571428571428571
"Cyprus",2021-10-14,142,0,4.28571428571429,0.571428571428571
"Cyprus",2021-10-15,153,0,4.28571428571429,0.571428571428571
"Cyprus",2021-10-16,0,2,4.28571428571429,0.571428571428571
"Cyprus",2021-10-17,0,1,5.28571428571429,0.857142857142857
"Cyprus",2021-10-18,367,2,5.28571428571429,0.857142857142857
"Cyprus",2021-10-19,166,0,5.28571428571429,0.857142857142857
"Cyprus",2021-10-20,181,2,5.28571428571429,0.857142857142857
"Cyprus",2021-10-21,143,0,5.28571428571429,0.857142857142857
"Cyprus",2021-10-22,144,1,5.28571428571429,0.857142857142857
"Cyprus",2021-10-23,0,1,5.28571428571429,0.857142857142857
"Cyprus",2021-10-24,0,0,5.14285714285714,1
"Cyprus",2021-10-25,361,2,5.14285714285714,1
"Cyprus",2021-10-26,189,0,5.14285714285714,1
"Cyprus",2021-10-27,162,1,5.14285714285714,1
"Cyprus",2021-10-28,200,0,5.14285714285714,1
"Cyprus",2021-10-29,109,0,5.14285714285714,1
"Cyprus",2021-10-30,0,3,5.14285714285714,1
"Cyprus",2021-10-31,0,0,6.42857142857143,1.28571428571429
"Cyprus",2021-11-01,427,0,6.42857142857143,1.28571428571429
"Cyprus",2021-11-02,280,1,6.42857142857143,1.28571428571429
"Cyprus",2021-11-03,249,0,6.42857142857143,1.28571428571429
"Cyprus",2021-11-04,188,0,6.42857142857143,1.28571428571429
"Cyprus",2021-11-05,252,0,6.42857142857143,1.28571428571429
"Cyprus",2021-11-06,0,1,6.42857142857143,1.28571428571429
"Cyprus",2021-11-07,0,0,5.57142857142857,0.714285714285714
"Cyprus",2021-11-08,534,0,5.57142857142857,0.714285714285714
"Cyprus",2021-11-09,284,0,5.57142857142857,0.714285714285714
"Cyprus",2021-11-10,266,0,5.57142857142857,0.714285714285714
"Cyprus",2021-11-11,275,0,5.57142857142857,0.714285714285714
"Cyprus",2021-11-12,264,10,5.57142857142857,0.714285714285714
"Cyprus",2021-11-13,0,0,5.57142857142857,0.714285714285714
"Cyprus",2021-11-14,0,0,8.57142857142857,1.71428571428571
"Cyprus",2021-11-15,648,1,8.57142857142857,1.71428571428571
"Cyprus",2021-11-16,354,0,8.57142857142857,1.71428571428571
"Cyprus",2021-11-17,732,0,8.57142857142857,1.71428571428571
"Cyprus",2021-11-18,388,1,8.57142857142857,1.71428571428571
"Cyprus",2021-11-19,0,0,8.57142857142857,1.71428571428571
"Cyprus",2021-11-20,730,1,8.57142857142857,1.71428571428571
"Cyprus",2021-11-21,0,0,9.85714285714286,1.42857142857143
"Cyprus",2021-11-22,703,1,9.85714285714286,1.42857142857143
"Cyprus",2021-11-23,437,0,9.85714285714286,1.42857142857143
"Cyprus",2021-11-24,434,0,9.85714285714286,1.42857142857143
"Cyprus",2021-11-25,0,0,9.85714285714286,1.42857142857143
"Cyprus",2021-11-26,489,0,9.85714285714286,1.42857142857143
"Cyprus",2021-11-27,0,0,9.85714285714286,1.42857142857143
"Cyprus",2021-11-28,0,0,10.7142857142857,1.85714285714286
"Cyprus",2021-11-29,1909,3,10.7142857142857,1.85714285714286
"Cyprus",2021-11-30,613,3,10.7142857142857,1.85714285714286
"Cyprus",2021-12-01,492,1,10.7142857142857,1.85714285714286
"Cyprus",2021-12-02,538,0,10.7142857142857,1.85714285714286
"Cyprus",2021-12-03,594,1,10.7142857142857,1.85714285714286
"Cyprus",2021-12-04,428,2,10.7142857142857,1.85714285714286
"Cyprus",2021-12-05,307,0,12,2.42857142857143
"Cyprus",2021-12-06,706,1,12,2.42857142857143
"Cyprus",2021-12-07,619,0,12,2.42857142857143
"Cyprus",2021-12-08,576,3,12,2.42857142857143
"Cyprus",2021-12-09,635,2,12,2.42857142857143
"Cyprus",2021-12-10,662,0,12,2.42857142857143
"Cyprus",2021-12-11,428,1,12,2.42857142857143
"Cyprus",2021-12-12,393,2,15.4285714285714,2.42857142857143
"Cyprus",2021-12-13,715,1,15.4285714285714,2.42857142857143
"Cyprus",2021-12-14,662,1,15.4285714285714,2.42857142857143
"Cyprus",2021-12-15,650,2,15.4285714285714,2.42857142857143
"Cyprus",2021-12-16,632,2,15.4285714285714,2.42857142857143
"Cyprus",2021-12-17,695,1,15.4285714285714,2.42857142857143
"Cyprus",2021-12-18,508,2,15.4285714285714,2.42857142857143
"Cyprus",2021-12-19,448,1,17.7142857142857,3.14285714285714
"Cyprus",2021-12-20,835,3,17.7142857142857,3.14285714285714
"Cyprus",2021-12-21,806,0,17.7142857142857,3.14285714285714
"Cyprus",2021-12-22,883,1,17.7142857142857,3.14285714285714
"Cyprus",2021-12-23,978,1,17.7142857142857,3.14285714285714
"Cyprus",2021-12-24,917,2,17.7142857142857,3.14285714285714
"Cyprus",2021-12-25,268,1,17.7142857142857,3.14285714285714
"Cyprus",2021-12-26,912,0,15.2857142857143,2.85714285714286
"Cyprus",2021-12-27,1925,2,15.2857142857143,2.85714285714286
"Cyprus",2021-12-28,2241,0,15.2857142857143,2.85714285714286
"Cyprus",2021-12-29,3002,5,15.2857142857143,2.85714285714286
"Cyprus",2021-12-30,3851,1,15.2857142857143,2.85714285714286
"Cyprus",2021-12-31,5048,2,15.2857142857143,2.85714285714286
"Cyprus",2022-01-01,2332,0,15.2857142857143,2.85714285714286
"Cyprus",2022-01-02,3538,1,19.5714285714286,2.85714285714286
"Cyprus",2022-01-03,5024,2,19.5714285714286,2.85714285714286
"Cyprus",2022-01-04,5457,5,19.5714285714286,2.85714285714286
"Cyprus",2022-01-05,5202,4,19.5714285714286,2.85714285714286
"Cyprus",2022-01-06,3777,0,19.5714285714286,2.85714285714286
"Cyprus",2022-01-07,5244,0,19.5714285714286,2.85714285714286
"Cyprus",2022-01-08,3959,4,19.5714285714286,2.85714285714286
"Cyprus",2022-01-09,3012,3,29.8571428571429,3
"Cyprus",2022-01-10,4187,4,29.8571428571429,3
"Cyprus",2022-01-11,3515,4,29.8571428571429,3
"Cyprus",2022-01-12,3197,4,29.8571428571429,3
"Cyprus",2022-01-13,3103,3,29.8571428571429,3
"Cyprus",2022-01-14,3042,0,29.8571428571429,3
"Cyprus",2022-01-15,2351,1,29.8571428571429,3
"Cyprus",2022-01-16,1971,8,29.5714285714286,4.42857142857143
"Cyprus",2022-01-17,3143,3,29.5714285714286,4.42857142857143
"Cyprus",2022-01-18,1975,5,29.5714285714286,4.42857142857143
"Cyprus",2022-01-19,2226,0,29.5714285714286,4.42857142857143
"Cyprus",2022-01-20,2282,11,29.5714285714286,4.42857142857143
"Cyprus",2022-01-21,0,0,29.5714285714286,4.42857142857143
"Cyprus",2022-01-22,1896,9,29.5714285714286,4.42857142857143
"Cyprus",2022-01-23,1813,3,24.2857142857143,3.14285714285714
"Cyprus",2022-01-24,2815,1,24.2857142857143,3.14285714285714
"Cyprus",2022-01-25,0,0,24.2857142857143,3.14285714285714
"Cyprus",2022-01-26,1930,11,24.2857142857143,3.14285714285714
"Cyprus",2022-01-27,2536,0,24.2857142857143,3.14285714285714
"Cyprus",2022-01-28,2587,2,24.2857142857143,3.14285714285714
"Cyprus",2022-01-29,2184,4,24.2857142857143,3.14285714285714
"Cyprus",2022-01-30,2225,1,21.4285714285714,2
"Cyprus",2022-01-31,3396,2,21.4285714285714,2
"Cyprus",2022-02-01,3038,1,21.4285714285714,2
"Cyprus",2022-02-02,3083,2,21.4285714285714,2
"Cyprus",2022-02-03,3078,0,21.4285714285714,2
"Cyprus",2022-02-04,2907,4,21.4285714285714,2
"Cyprus",2022-02-05,2568,1,21.4285714285714,2
"Cyprus",2022-02-06,2214,4,23.4285714285714,2.28571428571429
"Cyprus",2022-02-07,0,0,NA,NA
"Cyprus",2022-02-08,4230,11,NA,NA
"Cyprus",2022-02-09,2779,5,NA,NA
"Cyprus",2022-02-10,2815,1,NA,NA
"Cyprus",2022-02-11,2485,18,NA,NA
"Cyprus",2022-02-12,2120,5,NA,NA
"Cyprus",2022-02-13,2047,0,20.5714285714286,2.14285714285714
"Cyprus",2022-02-14,2930,3,NA,NA
"Cyprus",2022-02-15,2646,3,NA,NA
"Cyprus",2022-02-16,2549,7,NA,NA
"Cyprus",2022-02-17,2200,4,NA,NA
"Cyprus",2022-02-18,2304,5,NA,NA
"Cyprus",2022-02-19,1764,4,NA,NA
"Cyprus",2022-02-20,1716,12,21.1428571428571,2
"Cyprus",2022-02-21,2698,2,NA,NA
"Cyprus",2022-02-22,2322,5,NA,NA
"Cyprus",2022-02-23,2167,3,NA,NA
"Cyprus",2022-02-24,0,0,NA,NA
"Cyprus",2022-02-25,1935,15,NA,NA
"Cyprus",2022-02-26,3432,4,NA,NA
"Cyprus",2022-02-27,1387,2,16.4285714285714,1.28571428571429
"Cyprus",2022-02-28,2356,2,NA,NA
"Cyprus",2022-03-01,1986,1,NA,NA
"Cyprus",2022-03-02,2109,2,NA,NA
"Cyprus",2022-03-03,2046,2,NA,NA
"Cyprus",2022-03-04,1017,12,NA,NA
"Cyprus",2022-03-05,1834,2,NA,NA
"Cyprus",2022-03-06,1730,2,15.4285714285714,1.28571428571429
"Cyprus",2022-03-07,1584,1,NA,NA
"Cyprus",2022-03-08,3695,5,NA,NA
"Cyprus",2022-03-09,2866,3,NA,NA
"Cyprus",2022-03-10,3473,3,NA,NA
"Cyprus",2022-03-11,3020,6,NA,NA
"Cyprus",2022-03-12,2812,4,NA,NA
"Cyprus",2022-03-13,2314,3,13.5714285714286,1.42857142857143
"Cyprus",2022-03-14,3782,0,NA,NA
"Cyprus",2022-03-15,3294,2,NA,NA
"Cyprus",2022-03-16,3714,0,NA,NA
"Cyprus",2022-03-17,3951,1,NA,NA
"Cyprus",2022-03-18,2568,10,NA,NA
"Cyprus",2022-03-19,3347,1,NA,NA
"Cyprus",2022-03-20,3698,3,20.7142857142857,1.71428571428571
"Cyprus",2022-03-21,5286,1,NA,NA
"Cyprus",2022-03-22,4673,3,NA,NA
"Cyprus",2022-03-23,4704,4,NA,NA
"Cyprus",2022-03-24,5186,0,NA,NA
"Cyprus",2022-03-25,3329,3,NA,NA
"Cyprus",2022-03-26,5172,2,NA,NA
"Cyprus",2022-03-27,4314,0,15,0.142857142857143
"Cyprus",2022-03-28,6494,3,NA,NA
"Cyprus",2022-03-29,5089,2,NA,NA
"Cyprus",2022-03-30,4774,1,NA,NA
"Cyprus",2022-03-31,4349,2,NA,NA
"Czechia",2020-03-01,3,NA,NA,NA
"Czechia",2020-03-02,0,NA,NA,NA
"Czechia",2020-03-03,2,NA,NA,NA
"Czechia",2020-03-04,3,NA,NA,NA
"Czechia",2020-03-05,4,NA,NA,NA
"Czechia",2020-03-06,6,NA,NA,NA
"Czechia",2020-03-07,1,NA,0,0
"Czechia",2020-03-08,12,NA,0,0
"Czechia",2020-03-09,0,NA,0,0
"Czechia",2020-03-10,10,NA,0,0
"Czechia",2020-03-11,50,NA,0.285714285714286,0
"Czechia",2020-03-12,3,NA,0.428571428571429,0
"Czechia",2020-03-13,47,NA,0.714285714285714,0
"Czechia",2020-03-14,48,NA,0.857142857142857,0
"Czechia",2020-03-15,64,NA,1.14285714285714,0
"Czechia",2020-03-16,45,NA,3.14285714285714,0.428571428571429
"Czechia",2020-03-17,98,NA,7.85714285714286,1
"Czechia",2020-03-18,68,NA,8.28571428571429,1.14285714285714
"Czechia",2020-03-19,230,NA,9.28571428571429,1.28571428571429
"Czechia",2020-03-20,139,NA,11.2857142857143,2
"Czechia",2020-03-21,162,NA,13.7142857142857,2.28571428571429
"Czechia",2020-03-22,125,1,16.5714285714286,3.57142857142857
"Czechia",2020-03-23,116,0,18.2857142857143,3.85714285714286
"Czechia",2020-03-24,158,2,17.1428571428571,4.28571428571429
"Czechia",2020-03-25,260,3,23.2857142857143,5.71428571428571
"Czechia",2020-03-26,271,3,29.1428571428571,6.42857142857143
"Czechia",2020-03-27,354,0,32.5714285714286,6.28571428571429
"Czechia",2020-03-28,352,2,36.4285714285714,7.28571428571429
"Czechia",2020-03-29,186,5,37.2857142857143,6.57142857142857
"Czechia",2020-03-30,184,7,37.1428571428571,7.42857142857143
"Czechia",2020-03-31,307,8,39.8571428571429,7.42857142857143
