"YearWeekISO","ReportingCountry","FirstDose","SecondDose","DoseAdditional1","TargetGroup","Vaccine","Region"
"2022-W11","EE",2,2,86,"Age60_69","MOD","EE"
"2022-W11","EE",0,0,0,"Age60_69","AZ","EE"
"2022-W11","EE",2,0,14,"Age60_69","NVXD","EE"
"2022-W11","EE",1,0,0,"Age60_69","JANSS","EE"
"2022-W11","EE",1,0,3,"Age70_79","NVXD","EE"
"2022-W11","EE",0,0,0,"Age70_79","AZ","EE"
"2022-W11","EE",0,0,0,"Age70_79","JANSS","EE"
"2022-W11","EE",1,0,26,"Age70_79","MOD","EE"
"2022-W11","EE",7,20,173,"Age70_79","COM","EE"
"2022-W11","EE",0,0,0,"Age80+","AZ","EE"
"2022-W11","EE",13,13,85,"Age80+","COM","EE"
"2022-W11","EE",0,0,0,"Age80+","JANSS","EE"
"2022-W11","EE",0,0,3,"Age80+","NVXD","EE"
"2022-W11","EE",0,6,15,"Age80+","MOD","EE"
"2022-W11","EE",0,0,0,"Age<18","NVXD","EE"
"2022-W11","EE",0,0,0,"Age<18","AZ","EE"
"2022-W11","EE",0,0,0,"Age<18","JANSS","EE"
"2022-W11","EE",2,6,0,"Age<18","MOD","EE"
"2022-W11","EE",48,154,56,"Age<18","COM","EE"
"2022-W11","EE",0,0,0,"AgeUNK","JANSS","EE"
"2022-W11","EE",0,0,0,"AgeUNK","AZ","EE"
"2022-W11","EE",2,2,2,"AgeUNK","COM","EE"
"2022-W11","EE",0,0,0,"AgeUNK","MOD","EE"
"2022-W11","EE",0,0,0,"AgeUNK","NVXD","EE"
"2022-W12","EE",43,0,2,"ALL","JANSS","EE"
"2022-W12","EE",101,191,2194,"ALL","COM","EE"
"2022-W12","EE",5,3,64,"ALL","NVXD","EE"
"2022-W12","EE",1,0,0,"ALL","AZ","EE"
"2022-W12","EE",11,17,414,"ALL","MOD","EE"
"2022-W12","EE",5,0,0,"Age18_24","JANSS","EE"
"2022-W12","EE",14,23,176,"Age18_24","COM","EE"
"2022-W12","EE",1,1,3,"Age18_24","NVXD","EE"
"2022-W12","EE",1,0,0,"Age18_24","AZ","EE"
"2022-W12","EE",0,1,35,"Age18_24","MOD","EE"
"2022-W12","EE",29,0,2,"Age25_49","JANSS","EE"
"2022-W12","EE",1,0,24,"Age25_49","NVXD","EE"
"2022-W12","EE",48,95,1053,"Age25_49","COM","EE"
"2022-W12","EE",8,6,187,"Age25_49","MOD","EE"
"2022-W12","EE",0,0,0,"Age25_49","AZ","EE"
"2022-W12","EE",2,5,81,"Age50_59","MOD","EE"
"2022-W12","EE",0,0,0,"Age50_59","AZ","EE"
"2022-W12","EE",2,0,0,"Age50_59","JANSS","EE"
"2022-W12","EE",7,19,364,"Age50_59","COM","EE"
"2022-W12","EE",2,2,22,"Age50_59","NVXD","EE"
"2022-W12","EE",1,4,77,"Age60_69","MOD","EE"
"2022-W12","EE",0,0,0,"Age60_69","AZ","EE"
"2022-W12","EE",4,0,0,"Age60_69","JANSS","EE"
"2022-W12","EE",12,19,309,"Age60_69","COM","EE"
"2022-W12","EE",1,0,11,"Age60_69","NVXD","EE"
"2022-W12","EE",0,0,23,"Age70_79","MOD","EE"
"2022-W12","EE",0,0,0,"Age70_79","AZ","EE"
"2022-W12","EE",10,24,172,"Age70_79","COM","EE"
"2022-W12","EE",0,0,2,"Age70_79","NVXD","EE"
"2022-W12","EE",0,0,0,"Age70_79","JANSS","EE"
"2022-W12","EE",0,1,11,"Age80+","MOD","EE"
"2022-W12","EE",0,0,0,"Age80+","AZ","EE"
"2022-W12","EE",0,0,2,"Age80+","NVXD","EE"
"2022-W12","EE",10,11,120,"Age80+","COM","EE"
"2022-W12","EE",3,0,0,"Age80+","JANSS","EE"
"2022-W12","EE",0,0,0,"Age<18","JANSS","EE"
"2022-W12","EE",0,0,0,"Age<18","AZ","EE"
"2022-W12","EE",0,0,0,"Age<18","NVXD","EE"
"2022-W12","EE",1,2,5,"Age<18","MOD","EE"
"2022-W12","EE",37,113,67,"Age<18","COM","EE"
"2022-W12","EE",1,0,0,"AgeUNK","JANSS","EE"
"2022-W12","EE",0,0,0,"AgeUNK","MOD","EE"
"2022-W12","EE",1,0,0,"AgeUNK","COM","EE"
"2022-W12","EE",0,0,0,"AgeUNK","AZ","EE"
"2022-W12","EE",0,0,0,"AgeUNK","NVXD","EE"
"2020-W52","EL",1,0,0,"1_Age60+","AZ","EL"
"2020-W52","EL",0,0,0,"1_Age60+","MOD","EL"
"2020-W52","EL",0,0,0,"1_Age60+","NVXD","EL"
"2020-W52","EL",0,0,0,"1_Age60+","JANSS","EL"
"2020-W52","EL",121,0,0,"1_Age60+","COM","EL"
"2020-W52","EL",0,0,0,"1_Age<60","JANSS","EL"
"2020-W52","EL",0,0,0,"1_Age<60","AZ","EL"
"2020-W52","EL",166,2,0,"1_Age<60","COM","EL"
"2020-W52","EL",2,0,0,"1_Age<60","MOD","EL"
"2020-W52","EL",0,0,0,"1_Age<60","NVXD","EL"
"2020-W52","EL",2,0,0,"ALL","MOD","EL"
"2020-W52","EL",0,0,0,"ALL","NVXD","EL"
"2020-W52","EL",1,0,0,"ALL","AZ","EL"
"2020-W52","EL",287,2,0,"ALL","COM","EL"
"2020-W52","EL",0,0,0,"ALL","JANSS","EL"
"2020-W52","EL",0,0,0,"Age0_4","JANSS","EL"
"2020-W52","EL",0,0,0,"Age0_4","NVXD","EL"
"2020-W52","EL",0,0,0,"Age0_4","COM","EL"
"2020-W52","EL",0,0,0,"Age0_4","AZ","EL"
"2020-W52","EL",0,0,0,"Age0_4","MOD","EL"
"2020-W52","EL",0,0,0,"Age10_14","NVXD","EL"
"2020-W52","EL",0,0,0,"Age10_14","COM","EL"
"2020-W52","EL",0,0,0,"Age10_14","AZ","EL"
"2020-W52","EL",0,0,0,"Age10_14","MOD","EL"
"2020-W52","EL",0,0,0,"Age10_14","JANSS","EL"
"2020-W52","EL",0,0,0,"Age15_17","AZ","EL"
"2020-W52","EL",0,0,0,"Age15_17","NVXD","EL"
"2020-W52","EL",0,0,0,"Age15_17","COM","EL"
"2020-W52","EL",0,0,0,"Age15_17","JANSS","EL"
"2020-W52","EL",0,0,0,"Age15_17","MOD","EL"
"2020-W52","EL",0,0,0,"Age18_24","NVXD","EL"
"2020-W52","EL",0,0,0,"Age18_24","MOD","EL"
"2020-W52","EL",0,0,0,"Age18_24","JANSS","EL"
"2020-W52","EL",1,0,0,"Age18_24","COM","EL"
"2020-W52","EL",0,0,0,"Age18_24","AZ","EL"
"2020-W52","EL",86,2,0,"Age25_49","COM","EL"
"2020-W52","EL",0,0,0,"Age25_49","AZ","EL"
"2020-W52","EL",0,0,0,"Age25_49","NVXD","EL"
"2020-W52","EL",0,0,0,"Age25_49","MOD","EL"
"2020-W52","EL",0,0,0,"Age25_49","JANSS","EL"
"2020-W52","EL",2,0,0,"Age50_59","MOD","EL"
"2020-W52","EL",0,0,0,"Age50_59","JANSS","EL"
"2020-W52","EL",0,0,0,"Age50_59","AZ","EL"
"2020-W52","EL",0,0,0,"Age50_59","NVXD","EL"
"2020-W52","EL",79,0,0,"Age50_59","COM","EL"
"2020-W52","EL",0,0,0,"Age5_9","AZ","EL"
"2020-W52","EL",0,0,0,"Age5_9","COM","EL"
"2020-W52","EL",0,0,0,"Age5_9","JANSS","EL"
"2020-W52","EL",0,0,0,"Age5_9","MOD","EL"
"2020-W52","EL",0,0,0,"Age5_9","NVXD","EL"
"2020-W52","EL",103,0,0,"Age60_69","COM","EL"
"2020-W52","EL",0,0,0,"Age60_69","MOD","EL"
"2020-W52","EL",0,0,0,"Age60_69","NVXD","EL"
"2020-W52","EL",0,0,0,"Age60_69","JANSS","EL"
"2020-W52","EL",1,0,0,"Age60_69","AZ","EL"
"2020-W52","EL",0,0,0,"Age70_79","MOD","EL"
"2020-W52","EL",0,0,0,"Age70_79","NVXD","EL"
"2020-W52","EL",0,0,0,"Age70_79","AZ","EL"
"2020-W52","EL",0,0,0,"Age70_79","JANSS","EL"
"2020-W52","EL",7,0,0,"Age70_79","COM","EL"
"2020-W52","EL",0,0,0,"Age80+","NVXD","EL"
"2020-W52","EL",0,0,0,"Age80+","AZ","EL"
"2020-W52","EL",11,0,0,"Age80+","COM","EL"
"2020-W52","EL",0,0,0,"Age80+","JANSS","EL"
"2020-W52","EL",0,0,0,"Age80+","MOD","EL"
"2020-W52","EL",0,0,0,"Age<18","NVXD","EL"
"2020-W52","EL",0,0,0,"Age<18","AZ","EL"
"2020-W52","EL",0,0,0,"Age<18","JANSS","EL"
"2020-W52","EL",0,0,0,"Age<18","COM","EL"
"2020-W52","EL",0,0,0,"Age<18","MOD","EL"
"2020-W52","EL",0,0,0,"AgeUNK","MOD","EL"
"2020-W52","EL",0,0,0,"AgeUNK","JANSS","EL"
"2020-W52","EL",0,0,0,"AgeUNK","NVXD","EL"
"2020-W52","EL",0,0,0,"AgeUNK","COM","EL"
"2020-W52","EL",0,0,0,"AgeUNK","AZ","EL"
"2020-W52","EL",0,0,0,"HCW","NVXD","EL"
"2020-W52","EL",238,2,0,"HCW","COM","EL"
"2020-W52","EL",0,0,0,"HCW","MOD","EL"
"2020-W52","EL",0,0,0,"HCW","AZ","EL"
"2020-W52","EL",0,0,0,"HCW","JANSS","EL"
"2020-W53","EL",449,0,0,"1_Age60+","COM","EL"
"2020-W53","EL",0,0,0,"1_Age60+","NVXD","EL"
"2020-W53","EL",5,0,0,"1_Age60+","MOD","EL"
"2020-W53","EL",0,0,0,"1_Age60+","JANSS","EL"
"2020-W53","EL",0,0,0,"1_Age60+","AZ","EL"
"2020-W53","EL",3273,3,0,"1_Age<60","COM","EL"
"2020-W53","EL",5,0,0,"1_Age<60","MOD","EL"
"2020-W53","EL",0,0,0,"1_Age<60","AZ","EL"
"2020-W53","EL",0,0,0,"1_Age<60","JANSS","EL"
"2020-W53","EL",0,0,0,"1_Age<60","NVXD","EL"
"2020-W53","EL",3722,3,0,"ALL","COM","EL"
"2020-W53","EL",0,0,0,"ALL","NVXD","EL"
"2020-W53","EL",0,0,0,"ALL","JANSS","EL"
"2020-W53","EL",10,0,0,"ALL","MOD","EL"
"2020-W53","EL",0,0,0,"ALL","AZ","EL"
"2020-W53","EL",0,0,0,"Age0_4","NVXD","EL"
"2020-W53","EL",0,0,0,"Age0_4","JANSS","EL"
"2020-W53","EL",0,0,0,"Age0_4","COM","EL"
"2020-W53","EL",0,0,0,"Age0_4","MOD","EL"
"2020-W53","EL",0,0,0,"Age0_4","AZ","EL"
"2020-W53","EL",0,0,0,"Age10_14","JANSS","EL"
"2020-W53","EL",0,0,0,"Age10_14","NVXD","EL"
"2020-W53","EL",0,0,0,"Age10_14","AZ","EL"
"2020-W53","EL",0,0,0,"Age10_14","COM","EL"
"2020-W53","EL",0,0,0,"Age10_14","MOD","EL"
"2020-W53","EL",0,0,0,"Age15_17","COM","EL"
"2020-W53","EL",0,0,0,"Age15_17","JANSS","EL"
"2020-W53","EL",0,0,0,"Age15_17","NVXD","EL"
"2020-W53","EL",0,0,0,"Age15_17","AZ","EL"
"2020-W53","EL",0,0,0,"Age15_17","MOD","EL"
"2020-W53","EL",0,0,0,"Age18_24","NVXD","EL"
"2020-W53","EL",6,0,0,"Age18_24","COM","EL"
"2020-W53","EL",0,0,0,"Age18_24","JANSS","EL"
"2020-W53","EL",0,0,0,"Age18_24","AZ","EL"
"2020-W53","EL",2,0,0,"Age18_24","MOD","EL"
"2020-W53","EL",2025,3,0,"Age25_49","COM","EL"
"2020-W53","EL",0,0,0,"Age25_49","AZ","EL"
"2020-W53","EL",0,0,0,"Age25_49","JANSS","EL"
"2020-W53","EL",1,0,0,"Age25_49","MOD","EL"
"2020-W53","EL",0,0,0,"Age25_49","NVXD","EL"
"2020-W53","EL",2,0,0,"Age50_59","MOD","EL"
"2020-W53","EL",0,0,0,"Age50_59","JANSS","EL"
"2020-W53","EL",1242,0,0,"Age50_59","COM","EL"
"2020-W53","EL",0,0,0,"Age50_59","NVXD","EL"
"2020-W53","EL",0,0,0,"Age50_59","AZ","EL"
"2020-W53","EL",0,0,0,"Age5_9","NVXD","EL"
"2020-W53","EL",0,0,0,"Age5_9","JANSS","EL"
"2020-W53","EL",0,0,0,"Age5_9","AZ","EL"
"2020-W53","EL",0,0,0,"Age5_9","MOD","EL"
"2020-W53","EL",0,0,0,"Age5_9","COM","EL"
"2020-W53","EL",2,0,0,"Age60_69","MOD","EL"
"2020-W53","EL",417,0,0,"Age60_69","COM","EL"
"2020-W53","EL",0,0,0,"Age60_69","NVXD","EL"
"2020-W53","EL",0,0,0,"Age60_69","JANSS","EL"
"2020-W53","EL",0,0,0,"Age60_69","AZ","EL"
"2020-W53","EL",0,0,0,"Age70_79","AZ","EL"
"2020-W53","EL",3,0,0,"Age70_79","MOD","EL"
"2020-W53","EL",0,0,0,"Age70_79","JANSS","EL"
"2020-W53","EL",0,0,0,"Age70_79","NVXD","EL"
"2020-W53","EL",21,0,0,"Age70_79","COM","EL"
"2020-W53","EL",0,0,0,"Age80+","AZ","EL"
"2020-W53","EL",0,0,0,"Age80+","MOD","EL"
"2020-W53","EL",11,0,0,"Age80+","COM","EL"
"2020-W53","EL",0,0,0,"Age80+","NVXD","EL"
"2020-W53","EL",0,0,0,"Age80+","JANSS","EL"
"2020-W53","EL",0,0,0,"Age<18","JANSS","EL"
"2020-W53","EL",0,0,0,"Age<18","COM","EL"
"2020-W53","EL",0,0,0,"Age<18","MOD","EL"
"2020-W53","EL",0,0,0,"Age<18","NVXD","EL"
"2020-W53","EL",0,0,0,"Age<18","AZ","EL"
"2020-W53","EL",0,0,0,"AgeUNK","COM","EL"
"2020-W53","EL",0,0,0,"AgeUNK","NVXD","EL"
"2020-W53","EL",0,0,0,"AgeUNK","JANSS","EL"
"2020-W53","EL",0,0,0,"AgeUNK","AZ","EL"
"2020-W53","EL",0,0,0,"AgeUNK","MOD","EL"
"2020-W53","EL",0,0,0,"HCW","JANSS","EL"
"2020-W53","EL",0,0,0,"HCW","AZ","EL"
"2020-W53","EL",0,0,0,"HCW","NVXD","EL"
"2020-W53","EL",3526,0,0,"HCW","COM","EL"
"2020-W53","EL",0,0,0,"HCW","MOD","EL"
"2021-W01","EL",6023,5,0,"1_Age60+","COM","EL"
"2021-W01","EL",16,0,0,"1_Age60+","MOD","EL"
"2021-W01","EL",0,0,0,"1_Age60+","NVXD","EL"
"2021-W01","EL",1,1,0,"1_Age60+","AZ","EL"
"2021-W01","EL",2,0,0,"1_Age60+","JANSS","EL"
"2021-W01","EL",13,0,0,"1_Age<60","MOD","EL"
"2021-W01","EL",35059,21,0,"1_Age<60","COM","EL"
"2021-W01","EL",5,1,0,"1_Age<60","AZ","EL"
"2021-W01","EL",1,0,0,"1_Age<60","JANSS","EL"
"2021-W01","EL",0,0,0,"1_Age<60","NVXD","EL"
"2021-W01","EL",29,0,0,"ALL","MOD","EL"
"2021-W01","EL",6,2,0,"ALL","AZ","EL"
"2021-W01","EL",0,0,0,"ALL","NVXD","EL"
"2021-W01","EL",3,0,0,"ALL","JANSS","EL"
"2021-W01","EL",41081,26,0,"ALL","COM","EL"
"2021-W01","EL",0,0,0,"Age0_4","NVXD","EL"
"2021-W01","EL",0,0,0,"Age0_4","AZ","EL"
"2021-W01","EL",0,0,0,"Age0_4","COM","EL"
"2021-W01","EL",0,0,0,"Age0_4","MOD","EL"
"2021-W01","EL",0,0,0,"Age0_4","JANSS","EL"
"2021-W01","EL",0,0,0,"Age10_14","NVXD","EL"
"2021-W01","EL",0,0,0,"Age10_14","COM","EL"
"2021-W01","EL",0,0,0,"Age10_14","MOD","EL"
"2021-W01","EL",0,0,0,"Age10_14","JANSS","EL"
"2021-W01","EL",0,0,0,"Age10_14","AZ","EL"
"2021-W01","EL",0,0,0,"Age15_17","NVXD","EL"
"2021-W01","EL",0,0,0,"Age15_17","MOD","EL"
"2021-W01","EL",0,0,0,"Age15_17","JANSS","EL"
"2021-W01","EL",0,0,0,"Age15_17","AZ","EL"
"2021-W01","EL",1,0,0,"Age15_17","COM","EL"
"2021-W01","EL",0,0,0,"Age18_24","NVXD","EL"
"2021-W01","EL",1,0,0,"Age18_24","JANSS","EL"
"2021-W01","EL",149,0,0,"Age18_24","COM","EL"
"2021-W01","EL",1,0,0,"Age18_24","MOD","EL"
"2021-W01","EL",0,0,0,"Age18_24","AZ","EL"
"2021-W01","EL",5,1,0,"Age25_49","AZ","EL"
"2021-W01","EL",20409,19,0,"Age25_49","COM","EL"
"2021-W01","EL",10,0,0,"Age25_49","MOD","EL"
"2021-W01","EL",0,0,0,"Age25_49","NVXD","EL"
"2021-W01","EL",0,0,0,"Age25_49","JANSS","EL"
"2021-W01","EL",0,0,0,"Age50_59","JANSS","EL"
"2021-W01","EL",2,0,0,"Age50_59","MOD","EL"
"2021-W01","EL",14500,2,0,"Age50_59","COM","EL"
"2021-W01","EL",0,0,0,"Age50_59","NVXD","EL"
"2021-W01","EL",0,0,0,"Age50_59","AZ","EL"
"2021-W01","EL",0,0,0,"Age5_9","MOD","EL"
"2021-W01","EL",0,0,0,"Age5_9","JANSS","EL"
"2021-W01","EL",0,0,0,"Age5_9","NVXD","EL"
"2021-W01","EL",0,0,0,"Age5_9","AZ","EL"
"2021-W01","EL",0,0,0,"Age5_9","COM","EL"
"2021-W01","EL",0,0,0,"Age60_69","NVXD","EL"
"2021-W01","EL",6,0,0,"Age60_69","MOD","EL"
"2021-W01","EL",5420,2,0,"Age60_69","COM","EL"
"2021-W01","EL",2,0,0,"Age60_69","JANSS","EL"
"2021-W01","EL",1,0,0,"Age60_69","AZ","EL"
"2021-W01","EL",174,0,0,"Age70_79","COM","EL"
"2021-W01","EL",7,0,0,"Age70_79","MOD","EL"
"2021-W01","EL",0,0,0,"Age70_79","NVXD","EL"
"2021-W01","EL",0,1,0,"Age70_79","AZ","EL"
"2021-W01","EL",0,0,0,"Age70_79","JANSS","EL"
"2021-W01","EL",3,0,0,"Age80+","MOD","EL"
"2021-W01","EL",0,0,0,"Age80+","NVXD","EL"
"2021-W01","EL",429,3,0,"Age80+","COM","EL"
"2021-W01","EL",0,0,0,"Age80+","AZ","EL"
"2021-W01","EL",0,0,0,"Age80+","JANSS","EL"
"2021-W01","EL",0,0,0,"Age<18","NVXD","EL"
"2021-W01","EL",0,0,0,"Age<18","JANSS","EL"
"2021-W01","EL",0,0,0,"Age<18","AZ","EL"
"2021-W01","EL",1,0,0,"Age<18","COM","EL"
"2021-W01","EL",0,0,0,"Age<18","MOD","EL"
"2021-W01","EL",0,0,0,"AgeUNK","MOD","EL"
"2021-W01","EL",0,0,0,"AgeUNK","AZ","EL"
"2021-W01","EL",0,0,0,"AgeUNK","NVXD","EL"
"2021-W01","EL",0,0,0,"AgeUNK","JANSS","EL"
"2021-W01","EL",1,0,0,"AgeUNK","COM","EL"
"2021-W01","EL",1,0,0,"HCW","MOD","EL"
"2021-W01","EL",39202,10,0,"HCW","COM","EL"
"2021-W01","EL",0,0,0,"HCW","NVXD","EL"
"2021-W01","EL",0,0,0,"HCW","JANSS","EL"
"2021-W01","EL",3,1,0,"HCW","AZ","EL"
"2021-W01","EL",447,0,0,"LTCF","COM","EL"
"2021-W02","EL",10952,22,0,"1_Age60+","COM","EL"
"2021-W02","EL",0,0,0,"1_Age60+","NVXD","EL"
"2021-W02","EL",11,0,0,"1_Age60+","AZ","EL"
"2021-W02","EL",0,0,0,"1_Age60+","JANSS","EL"
"2021-W02","EL",41,0,0,"1_Age60+","MOD","EL"
"2021-W02","EL",0,0,0,"1_Age<60","JANSS","EL"
"2021-W02","EL",25992,13,0,"1_Age<60","COM","EL"
"2021-W02","EL",0,0,0,"1_Age<60","NVXD","EL"
"2021-W02","EL",6,0,0,"1_Age<60","AZ","EL"
"2021-W02","EL",14,0,0,"1_Age<60","MOD","EL"
"2021-W02","EL",55,0,0,"ALL","MOD","EL"
"2021-W02","EL",0,0,0,"ALL","JANSS","EL"
"2021-W02","EL",17,0,0,"ALL","AZ","EL"
"2021-W02","EL",36943,35,0,"ALL","COM","EL"
"2021-W02","EL",0,0,0,"ALL","NVXD","EL"
"2021-W02","EL",0,0,0,"Age0_4","JANSS","EL"
"2021-W02","EL",0,0,0,"Age0_4","MOD","EL"
"2021-W02","EL",0,0,0,"Age0_4","AZ","EL"
"2021-W02","EL",0,0,0,"Age0_4","NVXD","EL"
"2021-W02","EL",0,0,0,"Age0_4","COM","EL"
"2021-W02","EL",0,0,0,"Age10_14","AZ","EL"
"2021-W02","EL",0,0,0,"Age10_14","MOD","EL"
"2021-W02","EL",0,0,0,"Age10_14","JANSS","EL"
"2021-W02","EL",0,0,0,"Age10_14","COM","EL"
"2021-W02","EL",0,0,0,"Age10_14","NVXD","EL"
"2021-W02","EL",0,0,0,"Age15_17","NVXD","EL"
"2021-W02","EL",0,0,0,"Age15_17","AZ","EL"
"2021-W02","EL",0,0,0,"Age15_17","COM","EL"
"2021-W02","EL",0,0,0,"Age15_17","JANSS","EL"
"2021-W02","EL",0,0,0,"Age15_17","MOD","EL"
"2021-W02","EL",0,0,0,"Age18_24","NVXD","EL"
"2021-W02","EL",0,0,0,"Age18_24","AZ","EL"
"2021-W02","EL",0,0,0,"Age18_24","MOD","EL"
"2021-W02","EL",426,0,0,"Age18_24","COM","EL"
"2021-W02","EL",0,0,0,"Age18_24","JANSS","EL"
"2021-W02","EL",16006,10,0,"Age25_49","COM","EL"
"2021-W02","EL",0,0,0,"Age25_49","NVXD","EL"
"2021-W02","EL",3,0,0,"Age25_49","AZ","EL"
"2021-W02","EL",0,0,0,"Age25_49","JANSS","EL"
"2021-W02","EL",10,0,0,"Age25_49","MOD","EL"
"2021-W02","EL",0,0,0,"Age50_59","JANSS","EL"
"2021-W02","EL",0,0,0,"Age50_59","NVXD","EL"
"2021-W02","EL",3,0,0,"Age50_59","AZ","EL"
"2021-W02","EL",4,0,0,"Age50_59","MOD","EL"
"2021-W02","EL",9559,3,0,"Age50_59","COM","EL"
"2021-W02","EL",0,0,0,"Age5_9","AZ","EL"
"2021-W02","EL",1,0,0,"Age5_9","COM","EL"
"2021-W02","EL",0,0,0,"Age5_9","JANSS","EL"
"2021-W02","EL",0,0,0,"Age5_9","MOD","EL"
"2021-W02","EL",0,0,0,"Age5_9","NVXD","EL"
"2021-W02","EL",0,0,0,"Age60_69","JANSS","EL"
"2021-W02","EL",10,0,0,"Age60_69","MOD","EL"
"2021-W02","EL",3,0,0,"Age60_69","AZ","EL"
"2021-W02","EL",0,0,0,"Age60_69","NVXD","EL"
"2021-W02","EL",3786,9,0,"Age60_69","COM","EL"
"2021-W02","EL",3,0,0,"Age70_79","AZ","EL"
"2021-W02","EL",0,0,0,"Age70_79","JANSS","EL"
"2021-W02","EL",18,0,0,"Age70_79","MOD","EL"
"2021-W02","EL",0,0,0,"Age70_79","NVXD","EL"
"2021-W02","EL",1262,6,0,"Age70_79","COM","EL"
"2021-W02","EL",5904,7,0,"Age80+","COM","EL"
"2021-W02","EL",0,0,0,"Age80+","NVXD","EL"
"2021-W02","EL",0,0,0,"Age80+","JANSS","EL"
"2021-W02","EL",13,0,0,"Age80+","MOD","EL"
"2021-W02","EL",5,0,0,"Age80+","AZ","EL"
"2021-W02","EL",1,0,0,"Age<18","COM","EL"
"2021-W02","EL",0,0,0,"Age<18","NVXD","EL"
"2021-W02","EL",0,0,0,"Age<18","JANSS","EL"
"2021-W02","EL",0,0,0,"Age<18","AZ","EL"
"2021-W02","EL",0,0,0,"Age<18","MOD","EL"
"2021-W02","EL",0,0,0,"AgeUNK","NVXD","EL"
"2021-W02","EL",0,0,0,"AgeUNK","MOD","EL"
"2021-W02","EL",0,0,0,"AgeUNK","JANSS","EL"
"2021-W02","EL",2,0,0,"AgeUNK","COM","EL"
"2021-W02","EL",0,0,0,"AgeUNK","AZ","EL"
"2021-W02","EL",27438,3,0,"HCW","COM","EL"
"2021-W02","EL",0,0,0,"HCW","NVXD","EL"
"2021-W02","EL",0,0,0,"HCW","JANSS","EL"
"2021-W02","EL",2,0,0,"HCW","AZ","EL"
"2021-W02","EL",0,0,0,"HCW","MOD","EL"
"2021-W02","EL",2878,0,0,"LTCF","COM","EL"
"2021-W03","EL",47,0,0,"1_Age60+","MOD","EL"
"2021-W03","EL",0,0,0,"1_Age60+","JANSS","EL"
"2021-W03","EL",60846,470,0,"1_Age60+","COM","EL"
"2021-W03","EL",34,1,0,"1_Age60+","AZ","EL"
"2021-W03","EL",0,0,0,"1_Age60+","NVXD","EL"
"2021-W03","EL",24,1,0,"1_Age<60","AZ","EL"
"2021-W03","EL",8,2,0,"1_Age<60","MOD","EL"
"2021-W03","EL",17060,2726,0,"1_Age<60","COM","EL"
"2021-W03","EL",0,0,0,"1_Age<60","JANSS","EL"
"2021-W03","EL",0,0,0,"1_Age<60","NVXD","EL"
"2021-W03","EL",55,2,0,"ALL","MOD","EL"
"2021-W03","EL",58,2,0,"ALL","AZ","EL"
"2021-W03","EL",0,0,0,"ALL","JANSS","EL"
"2021-W03","EL",77905,3196,0,"ALL","COM","EL"
"2021-W03","EL",0,0,0,"ALL","NVXD","EL"
"2021-W03","EL",0,0,0,"Age0_4","AZ","EL"
"2021-W03","EL",0,0,0,"Age0_4","MOD","EL"
"2021-W03","EL",0,0,0,"Age0_4","NVXD","EL"
"2021-W03","EL",0,0,0,"Age0_4","JANSS","EL"
"2021-W03","EL",0,0,0,"Age0_4","COM","EL"
"2021-W03","EL",0,0,0,"Age10_14","NVXD","EL"
"2021-W03","EL",0,0,0,"Age10_14","MOD","EL"
"2021-W03","EL",0,0,0,"Age10_14","JANSS","EL"
"2021-W03","EL",0,0,0,"Age10_14","COM","EL"
"2021-W03","EL",0,0,0,"Age10_14","AZ","EL"
"2021-W03","EL",0,0,0,"Age15_17","AZ","EL"
"2021-W03","EL",0,0,0,"Age15_17","MOD","EL"
"2021-W03","EL",0,0,0,"Age15_17","JANSS","EL"
"2021-W03","EL",0,0,0,"Age15_17","NVXD","EL"
"2021-W03","EL",1,0,0,"Age15_17","COM","EL"
"2021-W03","EL",1,0,0,"Age18_24","MOD","EL"
"2021-W03","EL",293,7,0,"Age18_24","COM","EL"
"2021-W03","EL",0,0,0,"Age18_24","AZ","EL"
"2021-W03","EL",0,0,0,"Age18_24","JANSS","EL"
"2021-W03","EL",0,0,0,"Age18_24","NVXD","EL"
"2021-W03","EL",18,1,0,"Age25_49","AZ","EL"
"2021-W03","EL",0,0,0,"Age25_49","NVXD","EL"
"2021-W03","EL",5,0,0,"Age25_49","MOD","EL"
"2021-W03","EL",10704,1632,0,"Age25_49","COM","EL"
"2021-W03","EL",0,0,0,"Age25_49","JANSS","EL"
"2021-W03","EL",2,2,0,"Age50_59","MOD","EL"
"2021-W03","EL",6062,1087,0,"Age50_59","COM","EL"
"2021-W03","EL",0,0,0,"Age50_59","JANSS","EL"
"2021-W03","EL",0,0,0,"Age50_59","NVXD","EL"
"2021-W03","EL",6,0,0,"Age50_59","AZ","EL"
"2021-W03","EL",0,0,0,"Age5_9","COM","EL"
"2021-W03","EL",0,0,0,"Age5_9","JANSS","EL"
"2021-W03","EL",0,0,0,"Age5_9","AZ","EL"
"2021-W03","EL",0,0,0,"Age5_9","MOD","EL"
"2021-W03","EL",0,0,0,"Age5_9","NVXD","EL"
"2021-W03","EL",0,0,0,"Age60_69","JANSS","EL"
"2021-W03","EL",0,0,0,"Age60_69","NVXD","EL"
"2021-W03","EL",2270,442,0,"Age60_69","COM","EL"
"2021-W03","EL",4,1,0,"Age60_69","AZ","EL"
"2021-W03","EL",10,0,0,"Age60_69","MOD","EL"
"2021-W03","EL",1372,18,0,"Age70_79","COM","EL"
"2021-W03","EL",19,0,0,"Age70_79","AZ","EL"
