imputation_id;vaccine;sex;age_group;cov;var;imputation_method
8;Vaxzevria;F;60-69;13002305;7908971.819;multiple imputation
8;Vaxzevria;F;70-79;5361873;3372559.995;multiple imputation
8;Vaxzevria;F;80+;1065463;704997.8294;multiple imputation
8;Vaxzevria;M;10-19;180928;166420.5345;multiple imputation
8;Vaxzevria;M;20-29;1132682;1043201.106;multiple imputation
8;Vaxzevria;M;30-39;2286328;2045392.056;multiple imputation
8;Vaxzevria;M;40-49;3085658;2567569.671;multiple imputation
8;Vaxzevria;M;50-59;4515315;3070626.678;multiple imputation
8;Vaxzevria;M;60-69;13290900;8024993.502;multiple imputation
8;Vaxzevria;M;70-79;5161215;3320729.988;multiple imputation
8;Vaxzevria;M;80+;705747;515914.4858;multiple imputation
9;Comirnaty;F;12-17;13687300;7065508.178;multiple imputation
9;Comirnaty;F;18-24;17251805;11947532.93;multiple imputation
9;Comirnaty;F;25-29;13755924;12795769.01;multiple imputation
9;Comirnaty;F;30-39;30716813;26093959.45;multiple imputation
9;Comirnaty;F;40-49;35826971;29467727.51;multiple imputation
9;Comirnaty;F;5-11;186824;186358.9839;multiple imputation
9;Comirnaty;F;50-59;37174538;24500697.47;multiple imputation
9;Comirnaty;F;60-69;25675585;16670908.52;multiple imputation
9;Comirnaty;F;70-79;27990282;18391051.54;multiple imputation
9;Comirnaty;F;80+;23150874;13815736.52;multiple imputation
9;Comirnaty;M;12-17;14302392;7066634.566;multiple imputation
9;Comirnaty;M;18-24;15830074;11087862.07;multiple imputation
9;Comirnaty;M;25-29;12148862;11349299.98;multiple imputation
9;Comirnaty;M;30-39;28532818;24438951.72;multiple imputation
9;Comirnaty;M;40-49;35527471;29290400.3;multiple imputation
9;Comirnaty;M;5-11;119166;119500.6295;multiple imputation
9;Comirnaty;M;50-59;36490403;24510676.09;multiple imputation
9;Comirnaty;M;60-69;24260694;16889998.06;multiple imputation
9;Comirnaty;M;70-79;23350079;16433410.74;multiple imputation
9;Comirnaty;M;80+;15083853;11403925.64;multiple imputation
9;Spikevax;F;12-17;924802;479002.3059;multiple imputation
9;Spikevax;F;18-24;3071849;2012353.878;multiple imputation
9;Spikevax;F;25-29;2425910;2239523.581;multiple imputation
9;Spikevax;F;30-39;5055976;4229555.869;multiple imputation
9;Spikevax;F;40-49;5000078;4242742.206;multiple imputation
9;Spikevax;F;5-11;6165;6099.950212;multiple imputation
9;Spikevax;F;50-59;5709130;3792001.213;multiple imputation
9;Spikevax;F;60-69;3449973;2220728.417;multiple imputation
9;Spikevax;F;70-79;3111930;1993028.55;multiple imputation
9;Spikevax;F;80+;2267492;1300546.704;multiple imputation
9;Spikevax;M;12-17;982146;479942.139;multiple imputation
9;Spikevax;M;18-24;3017944;2010654.91;multiple imputation
9;Spikevax;M;25-29;2611111;2410508.657;multiple imputation
9;Spikevax;M;30-39;5237148;4395747.014;multiple imputation
9;Spikevax;M;40-49;5106877;4305829.511;multiple imputation
9;Spikevax;M;5-11;8741;8818.789583;multiple imputation
9;Spikevax;M;50-59;5844640;3837778.714;multiple imputation
9;Spikevax;M;60-69;3111362;2084531.438;multiple imputation
9;Spikevax;M;70-79;2611827;1810550.152;multiple imputation
9;Spikevax;M;80+;1432447;1041183.658;multiple imputation
9;Vaxzevria;F;10-19;242010;213502.2442;multiple imputation
9;Vaxzevria;F;20-29;1459199;1218279.016;multiple imputation
9;Vaxzevria;F;30-39;2605423;2212097.52;multiple imputation
9;Vaxzevria;F;40-49;3752245;2917480.301;multiple imputation
9;Vaxzevria;F;50-59;4814081;3113540.516;multiple imputation
9;Vaxzevria;F;60-69;13191575;8009002.325;multiple imputation
9;Vaxzevria;F;70-79;5273848;3295293.215;multiple imputation
9;Vaxzevria;F;80+;1030662;672198.3478;multiple imputation
9;Vaxzevria;M;10-19;115175;102918.3107;multiple imputation
9;Vaxzevria;M;20-29;1016498;914661.8531;multiple imputation
9;Vaxzevria;M;30-39;2299040;2001910.041;multiple imputation
9;Vaxzevria;M;40-49;2951138;2412611.356;multiple imputation
9;Vaxzevria;M;50-59;4333735;2914279.951;multiple imputation
9;Vaxzevria;M;60-69;13348201;8046335.955;multiple imputation
9;Vaxzevria;M;70-79;5376918;3501878.366;multiple imputation
9;Vaxzevria;M;80+;789064;599949.6366;multiple imputation
10;Comirnaty;F;12-17;13796677;7062558.198;multiple imputation
10;Comirnaty;F;18-24;18038935;12811855.93;multiple imputation
10;Comirnaty;F;25-29;12797831;12029418.3;multiple imputation
10;Comirnaty;F;30-39;29453790;25314801.47;multiple imputation
10;Comirnaty;F;40-49;36230401;30040833.21;multiple imputation
10;Comirnaty;F;5-11;60632;61177.2659;multiple imputation
10;Comirnaty;F;50-59;37117723;24684078.34;multiple imputation
10;Comirnaty;F;60-69;26789150;17821892.06;multiple imputation
10;Comirnaty;F;70-79;27439999;18112387.61;multiple imputation
10;Comirnaty;F;80+;22968081;13794091.63;multiple imputation
10;Comirnaty;M;12-17;14306007;7070188.941;multiple imputation
10;Comirnaty;M;18-24;16567625;11878251.58;multiple imputation
10;Comirnaty;M;25-29;11876590;11212357.26;multiple imputation
10;Comirnaty;M;30-39;28856541;24969896.67;multiple imputation
10;Comirnaty;M;40-49;35190015;29436095.45;multiple imputation
10;Comirnaty;M;5-11;131365;129570.119;multiple imputation
10;Comirnaty;M;50-59;36640074;24866911.34;multiple imputation
10;Comirnaty;M;60-69;24104552;16912269.85;multiple imputation
10;Comirnaty;M;70-79;23470166;16698176.8;multiple imputation
10;Comirnaty;M;80+;15225573;11648767.38;multiple imputation
10;Spikevax;F;12-17;912490;479645.1123;multiple imputation
10;Spikevax;F;18-24;3213832;2145188.4;multiple imputation
10;Spikevax;F;25-29;2471984;2280449.512;multiple imputation
10;Spikevax;F;30-39;5243572;4401827.118;multiple imputation
10;Spikevax;F;40-49;5135119;4310222.18;multiple imputation
10;Spikevax;F;5-11;2012;2177.452285;multiple imputation
10;Spikevax;F;50-59;5572513;3700132.27;multiple imputation
10;Spikevax;F;60-69;3516003;2285379.042;multiple imputation
10;Spikevax;F;70-79;3092588;1983984.191;multiple imputation
10;Spikevax;F;80+;2334404;1369500.273;multiple imputation
10;Spikevax;M;12-17;988448;478102.5884;multiple imputation
10;Spikevax;M;18-24;3141392;2135517.459;multiple imputation
10;Spikevax;M;25-29;2371721;2188147.084;multiple imputation
10;Spikevax;M;30-39;5123249;4274343.643;multiple imputation
10;Spikevax;M;40-49;5174857;4349948.645;multiple imputation
10;Spikevax;M;5-11;18896;19450.55321;multiple imputation
10;Spikevax;M;50-59;5561107;3628989.242;multiple imputation
10;Spikevax;M;60-69;3235020;2204740.468;multiple imputation
10;Spikevax;M;70-79;2489976;1704437.846;multiple imputation
10;Spikevax;M;80+;1388357;1000566.777;multiple imputation
10;Vaxzevria;F;10-19;203035;171574.0627;multiple imputation
10;Vaxzevria;F;20-29;1511293;1262267.478;multiple imputation
10;Vaxzevria;F;30-39;2591118;2202416.938;multiple imputation
10;Vaxzevria;F;40-49;3941797;3050085.105;multiple imputation
10;Vaxzevria;F;50-59;4699924;2999177.566;multiple imputation
10;Vaxzevria;F;60-69;13149789;7954748.611;multiple imputation
10;Vaxzevria;F;70-79;5424166;3393663.439;multiple imputation
10;Vaxzevria;F;80+;1111802;745558.8862;multiple imputation
10;Vaxzevria;M;10-19;139969;126801.618;multiple imputation
10;Vaxzevria;M;20-29;1120924;1025200.123;multiple imputation
10;Vaxzevria;M;30-39;2234878;1965297.561;multiple imputation
10;Vaxzevria;M;40-49;3046900;2502769.664;multiple imputation
10;Vaxzevria;M;50-59;4299283;2871843.822;multiple imputation
10;Vaxzevria;M;60-69;13168894;7926734.51;multiple imputation
10;Vaxzevria;M;70-79;5144496;3292793.238;multiple imputation
10;Vaxzevria;M;80+;810558;615260.4509;multiple imputation
11;Comirnaty;F;12-17;13802566;7067149.062;multiple imputation
11;Comirnaty;F;18-24;17430909;12234639.75;multiple imputation
11;Comirnaty;F;25-29;12783390;12086382.19;multiple imputation
11;Comirnaty;F;30-39;29849190;25785486.9;multiple imputation
11;Comirnaty;F;40-49;35086978;29324346.69;multiple imputation
11;Comirnaty;F;5-11;155183;153026.9402;multiple imputation
11;Comirnaty;F;50-59;37822786;25252379.88;multiple imputation
11;Comirnaty;F;60-69;27112064;18085424.88;multiple imputation
11;Comirnaty;F;70-79;27150713;17830724.23;multiple imputation
11;Comirnaty;F;80+;24300767;14980485.69;multiple imputation
11;Comirnaty;M;12-17;14266127;7069316.404;multiple imputation
11;Comirnaty;M;18-24;16398369;11712824.07;multiple imputation
11;Comirnaty;M;25-29;12180001;11556590.32;multiple imputation
11;Comirnaty;M;30-39;29040355;25087674.76;multiple imputation
11;Comirnaty;M;40-49;35821138;29866831.06;multiple imputation
11;Comirnaty;M;5-11;70857;70845.3515;multiple imputation
11;Comirnaty;M;50-59;35905698;24236010.4;multiple imputation
11;Comirnaty;M;60-69;23845681;16660903.07;multiple imputation
11;Comirnaty;M;70-79;23245308;16476384.15;multiple imputation
11;Comirnaty;M;80+;14793699;11227037.04;multiple imputation
11;Spikevax;F;12-17;906106;478314.0799;multiple imputation
11;Spikevax;F;18-24;3256159;2186236.325;multiple imputation
11;Spikevax;F;25-29;2441947;2280071.399;multiple imputation
11;Spikevax;F;30-39;5428298;4558802.427;multiple imputation
11;Spikevax;F;40-49;5177968;4366922.302;multiple imputation
11;Spikevax;F;5-11;10315;10314.1806;multiple imputation
11;Spikevax;F;50-59;5487973;3636920.509;multiple imputation
11;Spikevax;F;60-69;3542900;2318658.777;multiple imputation
11;Spikevax;F;70-79;3065545;1963121.332;multiple imputation
11;Spikevax;F;80+;2316228;1353431.56;multiple imputation
11;Spikevax;M;12-17;1000402;479009.9194;multiple imputation
11;Spikevax;M;18-24;3034547;2042379.026;multiple imputation
11;Spikevax;M;25-29;2430770;2265076.019;multiple imputation
11;Spikevax;M;30-39;5152609;4353205.526;multiple imputation
11;Spikevax;M;40-49;4886864;4128016.579;multiple imputation
11;Spikevax;M;5-11;4651;4532.960023;multiple imputation
11;Spikevax;M;50-59;5551066;3629962.082;multiple imputation
11;Spikevax;M;60-69;3191869;2167198.257;multiple imputation
11;Spikevax;M;70-79;2609691;1822896.765;multiple imputation
11;Spikevax;M;80+;1491260;1104487.515;multiple imputation
11;Vaxzevria;F;10-19;206687;177034.5149;multiple imputation
11;Vaxzevria;F;20-29;1537430;1288885.115;multiple imputation
11;Vaxzevria;F;30-39;2662961;2284689.633;multiple imputation
11;Vaxzevria;F;40-49;3942325;3052167.625;multiple imputation
11;Vaxzevria;F;50-59;4707506;3025874.686;multiple imputation
11;Vaxzevria;F;60-69;13181279;8007871.863;multiple imputation
11;Vaxzevria;F;70-79;5151281;3187708.66;multiple imputation
11;Vaxzevria;F;80+;1132515;771711.9765;multiple imputation
11;Vaxzevria;M;10-19;287439;272585.9724;multiple imputation
11;Vaxzevria;M;20-29;1060918;969289.96;multiple imputation
11;Vaxzevria;M;30-39;2171316;1920840.528;multiple imputation
11;Vaxzevria;M;40-49;3061146;2527846.518;multiple imputation
11;Vaxzevria;M;50-59;4169656;2770242.952;multiple imputation
11;Vaxzevria;M;60-69;13303362;8028868.608;multiple imputation
11;Vaxzevria;M;70-79;5144919;3309500.141;multiple imputation
11;Vaxzevria;M;80+;878051;682916.2784;multiple imputation
12;Comirnaty;F;12-17;13747495;7065257.63;multiple imputation
12;Comirnaty;F;18-24;17685505;12414799.38;multiple imputation
12;Comirnaty;F;25-29;12104593;11315418.17;multiple imputation
12;Comirnaty;F;30-39;29880804;25617505.65;multiple imputation
12;Comirnaty;F;40-49;36821467;30348505.32;multiple imputation
12;Comirnaty;F;5-11;119829;119753.9905;multiple imputation
12;Comirnaty;F;50-59;36625537;24182210.21;multiple imputation
12;Comirnaty;F;60-69;26122798;17154220.6;multiple imputation
12;Comirnaty;F;70-79;28052925;18557279.85;multiple imputation
12;Comirnaty;F;80+;23007951;13771436.61;multiple imputation
12;Comirnaty;M;12-17;14208550;7069645.64;multiple imputation
12;Comirnaty;M;18-24;16305608;11590241.29;multiple imputation
12;Comirnaty;M;25-29;12167608;11435032.47;multiple imputation
12;Comirnaty;M;30-39;29495435;25308458.66;multiple imputation
12;Comirnaty;M;40-49;35428517;29397882.6;multiple imputation
12;Comirnaty;M;5-11;211940;210848.7155;multiple imputation
12;Comirnaty;M;50-59;36336702;24515068.29;multiple imputation
12;Comirnaty;M;60-69;23973774;16734980.43;multiple imputation
12;Comirnaty;M;70-79;23921515;17019141.31;multiple imputation
12;Comirnaty;M;80+;14836307;11231532.11;multiple imputation
12;Spikevax;F;12-17;931546;479777.6221;multiple imputation
12;Spikevax;F;18-24;3245867;2148841.461;multiple imputation
12;Spikevax;F;25-29;2409755;2204774.32;multiple imputation
12;Spikevax;F;30-39;5308019;4390932.739;multiple imputation
12;Spikevax;F;40-49;5220355;4331179.403;multiple imputation
12;Spikevax;F;5-11;5602;5587.687443;multiple imputation
12;Spikevax;F;50-59;5642696;3711985.124;multiple imputation
12;Spikevax;F;60-69;3097331;1888886.787;multiple imputation
12;Spikevax;F;70-79;2951205;1834093.567;multiple imputation
12;Spikevax;F;80+;2382089;1396622.646;multiple imputation
12;Spikevax;M;12-17;978097;479577.6665;multiple imputation
12;Spikevax;M;18-24;3078170;2052642.823;multiple imputation
12;Spikevax;M;25-29;2372357;2180675.997;multiple imputation
12;Spikevax;M;30-39;5175797;4310606.55;multiple imputation
12;Spikevax;M;40-49;5120766;4269967.821;multiple imputation
12;Spikevax;M;5-11;6873;6887.617622;multiple imputation
12;Spikevax;M;50-59;5690977;3694428.286;multiple imputation
12;Spikevax;M;60-69;3268248;2208128.436;multiple imputation
12;Spikevax;M;70-79;2647328;1831210.652;multiple imputation
12;Spikevax;M;80+;1454734;1053190.6;multiple imputation
12;Vaxzevria;F;10-19;277950;243958.4052;multiple imputation
12;Vaxzevria;F;20-29;1709861;1461992.081;multiple imputation
12;Vaxzevria;F;30-39;2579738;2211859.095;multiple imputation
12;Vaxzevria;F;40-49;3879632;3006458.092;multiple imputation
12;Vaxzevria;F;50-59;4665200;2977282.393;multiple imputation
12;Vaxzevria;F;60-69;13033386;7912456.959;multiple imputation
12;Vaxzevria;F;70-79;5256044;3270340.88;multiple imputation
12;Vaxzevria;F;80+;965544;604566.5968;multiple imputation
12;Vaxzevria;M;10-19;176783;160032.6653;multiple imputation
12;Vaxzevria;M;20-29;1040795;941194.1876;multiple imputation
12;Vaxzevria;M;30-39;2217189;1963186.661;multiple imputation
12;Vaxzevria;M;40-49;3189168;2654063.699;multiple imputation
12;Vaxzevria;M;50-59;4440972;2998071.364;multiple imputation
12;Vaxzevria;M;60-69;13168818;7944335.297;multiple imputation
12;Vaxzevria;M;70-79;5101219;3261774.001;multiple imputation
12;Vaxzevria;M;80+;896507;699215.9235;multiple imputation
13;Comirnaty;F;12-17;13859960;7069918.464;multiple imputation
13;Comirnaty;F;18-24;17822531;12513526.02;multiple imputation
13;Comirnaty;F;25-29;13314224;12493741.39;multiple imputation
13;Comirnaty;F;30-39;30085861;25822937.53;multiple imputation
13;Comirnaty;F;40-49;36727438;30396659.88;multiple imputation
13;Comirnaty;F;5-11;103085;103458.0908;multiple imputation
13;Comirnaty;F;50-59;36749437;24213425.85;multiple imputation
13;Comirnaty;F;60-69;26648466;17569104.76;multiple imputation
13;Comirnaty;F;70-79;27112426;17704037.26;multiple imputation
13;Comirnaty;F;80+;24006268;14608621.7;multiple imputation
13;Comirnaty;M;12-17;14232300;7070885.237;multiple imputation
13;Comirnaty;M;18-24;15918028;11204180.97;multiple imputation
13;Comirnaty;M;25-29;12090487;11404146.69;multiple imputation
13;Comirnaty;M;30-39;29261851;25258027.67;multiple imputation
13;Comirnaty;M;40-49;35320798;29391796.61;multiple imputation
13;Comirnaty;M;5-11;97424;96994.38895;multiple imputation
13;Comirnaty;M;50-59;36128329;24297808.42;multiple imputation
13;Comirnaty;M;60-69;23611029;16372652.75;multiple imputation
13;Comirnaty;M;70-79;23072814;16232862.76;multiple imputation
13;Comirnaty;M;80+;14897059;11264917.43;multiple imputation
13;Spikevax;F;12-17;952196;480187.2676;multiple imputation
13;Spikevax;F;18-24;3088918;2012703.15;multiple imputation
13;Spikevax;F;25-29;2332169;2143245.333;multiple imputation
13;Spikevax;F;30-39;5202933;4311715.404;multiple imputation
13;Spikevax;F;40-49;5330242;4419996.835;multiple imputation
13;Spikevax;F;5-11;6125;6257.240836;multiple imputation
13;Spikevax;F;50-59;5497689;3605324.136;multiple imputation
13;Spikevax;F;60-69;3568395;2312122.707;multiple imputation
13;Spikevax;F;70-79;3040539;1920464.117;multiple imputation
13;Spikevax;F;80+;2135849;1172487.873;multiple imputation
13;Spikevax;M;12-17;952762;477704.7388;multiple imputation
13;Spikevax;M;18-24;3054967;2037528.15;multiple imputation
13;Spikevax;M;25-29;2574419;2350687.838;multiple imputation
13;Spikevax;M;30-39;5278742;4383978.128;multiple imputation
13;Spikevax;M;40-49;5084677;4229468.058;multiple imputation
13;Spikevax;M;5-11;10976;10356.49859;multiple imputation
13;Spikevax;M;50-59;5534061;3576276.578;multiple imputation
13;Spikevax;M;60-69;3278507;2221795.67;multiple imputation
13;Spikevax;M;70-79;2652541;1835904.652;multiple imputation
13;Spikevax;M;80+;1411046;1013418.265;multiple imputation
13;Vaxzevria;F;10-19;263884;237007.1449;multiple imputation
13;Vaxzevria;F;20-29;1807902;1581114.003;multiple imputation
13;Vaxzevria;F;30-39;2867301;2487371.343;multiple imputation
13;Vaxzevria;F;40-49;4008261;3195563.781;multiple imputation
13;Vaxzevria;F;50-59;4776291;3139733.074;multiple imputation
13;Vaxzevria;F;60-69;12962558;7998213.508;multiple imputation
13;Vaxzevria;F;70-79;5277510;3352470.892;multiple imputation
13;Vaxzevria;F;80+;1077994;735015.3005;multiple imputation
13;Vaxzevria;M;10-19;121174;110147.3018;multiple imputation
13;Vaxzevria;M;20-29;1069117;988051.0217;multiple imputation
13;Vaxzevria;M;30-39;2229794;1990678.649;multiple imputation
13;Vaxzevria;M;40-49;3022946;2521495.791;multiple imputation
13;Vaxzevria;M;50-59;4137148;2794637.8;multiple imputation
13;Vaxzevria;M;60-69;13116992;8042398.289;multiple imputation
13;Vaxzevria;M;70-79;5028093;3258689.317;multiple imputation
13;Vaxzevria;M;80+;831876;653221.9044;multiple imputation
14;Comirnaty;F;12-17;13859531;7069173.644;multiple imputation
14;Comirnaty;F;18-24;16328230;11124401.34;multiple imputation
14;Comirnaty;F;25-29;12484463;11709941.28;multiple imputation
14;Comirnaty;F;30-39;30182255;25778888.67;multiple imputation
14;Comirnaty;F;40-49;36507239;30171690.61;multiple imputation
14;Comirnaty;F;5-11;141534;141111.5785;multiple imputation
14;Comirnaty;F;50-59;36544746;24011039.96;multiple imputation
14;Comirnaty;F;60-69;26554404;17463212.15;multiple imputation
14;Comirnaty;F;70-79;27943050;18388420.78;multiple imputation
14;Comirnaty;F;80+;24148501;14719430.71;multiple imputation
14;Comirnaty;M;12-17;14180543;7070815.206;multiple imputation
14;Comirnaty;M;18-24;16627891;11835176.65;multiple imputation
14;Comirnaty;M;25-29;12182964;11444163.93;multiple imputation
14;Comirnaty;M;30-39;28480019;24433763.17;multiple imputation
14;Comirnaty;M;40-49;35615112;29475651.8;multiple imputation
14;Comirnaty;M;5-11;114146;114170.7254;multiple imputation
14;Comirnaty;M;50-59;36292810;24384331.53;multiple imputation
14;Comirnaty;M;60-69;24046988;16730334.94;multiple imputation
14;Comirnaty;M;70-79;24263833;17258623.15;multiple imputation
14;Comirnaty;M;80+;14564541;10938750.16;multiple imputation
14;Spikevax;F;12-17;920441;477656.4497;multiple imputation
14;Spikevax;F;18-24;3075668;2016561.259;multiple imputation
14;Spikevax;F;25-29;2525996;2337519.52;multiple imputation
14;Spikevax;F;30-39;5241179;4418442.436;multiple imputation
14;Spikevax;F;40-49;4999234;4252899.831;multiple imputation
14;Spikevax;F;5-11;283;280.8474586;multiple imputation
14;Spikevax;F;50-59;5539299;3669438.32;multiple imputation
14;Spikevax;F;60-69;3491255;2263784.816;multiple imputation
14;Spikevax;F;70-79;3215596;2091259.672;multiple imputation
14;Spikevax;F;80+;2299356;1335667.223;multiple imputation
14;Spikevax;M;12-17;997888;479988.9514;multiple imputation
14;Spikevax;M;18-24;3020202;2021620.344;multiple imputation
14;Spikevax;M;25-29;2433582;2273790.862;multiple imputation
14;Spikevax;M;30-39;5291530;4438305.012;multiple imputation
14;Spikevax;M;40-49;5047273;4295614.998;multiple imputation
14;Spikevax;M;5-11;2968;2848.740408;multiple imputation
14;Spikevax;M;50-59;5702653;3740018.629;multiple imputation
14;Spikevax;M;60-69;3195517;2166908.137;multiple imputation
14;Spikevax;M;70-79;2511179;1725606.901;multiple imputation
14;Spikevax;M;80+;1476175;1086132.224;multiple imputation
14;Vaxzevria;F;10-19;189079;158639.5082;multiple imputation
14;Vaxzevria;F;20-29;1803034;1519045.613;multiple imputation
14;Vaxzevria;F;30-39;2690698;2272895.757;multiple imputation
14;Vaxzevria;F;40-49;3787369;2876357.482;multiple imputation
14;Vaxzevria;F;50-59;4770216;3056045.67;multiple imputation
14;Vaxzevria;F;60-69;13096057;7932321.763;multiple imputation
14;Vaxzevria;F;70-79;5336913;3331892.427;multiple imputation
14;Vaxzevria;F;80+;1053350;688852.7332;multiple imputation
14;Vaxzevria;M;10-19;163253;150859.9372;multiple imputation
14;Vaxzevria;M;20-29;1015986;913622.9831;multiple imputation
14;Vaxzevria;M;30-39;2162781;1881225.664;multiple imputation
14;Vaxzevria;M;40-49;3120223;2543340.136;multiple imputation
14;Vaxzevria;M;50-59;4349008;2913363.481;multiple imputation
14;Vaxzevria;M;60-69;13238543;7965483.608;multiple imputation
14;Vaxzevria;M;70-79;5034234;3198029.154;multiple imputation
14;Vaxzevria;M;80+;788085;593601.2289;multiple imputation
15;Comirnaty;F;12-17;13591759;7060072.952;multiple imputation
15;Comirnaty;F;18-24;17525549;12211021.48;multiple imputation
15;Comirnaty;F;25-29;12880905;12113403.35;multiple imputation
15;Comirnaty;F;30-39;30519887;26161271.07;multiple imputation
15;Comirnaty;F;40-49;35835744;29675111.2;multiple imputation
15;Comirnaty;F;5-11;127024;126375.2936;multiple imputation
15;Comirnaty;F;50-59;37863372;25079287.78;multiple imputation
15;Comirnaty;F;60-69;26318130;17246330.8;multiple imputation
15;Comirnaty;F;70-79;26906047;17477600.46;multiple imputation
15;Comirnaty;F;80+;23796808;14392923.89;multiple imputation
15;Comirnaty;M;12-17;14488798;7064878.299;multiple imputation
15;Comirnaty;M;18-24;16533456;11733355.43;multiple imputation
15;Comirnaty;M;25-29;11919436;11229325.29;multiple imputation
15;Comirnaty;M;30-39;29114645;25095052.62;multiple imputation
15;Comirnaty;M;40-49;34880427;29063248.87;multiple imputation
15;Comirnaty;M;5-11;85378;85616.39264;multiple imputation
15;Comirnaty;M;50-59;36111922;24223261.26;multiple imputation
15;Comirnaty;M;60-69;23390817;16127256.72;multiple imputation
15;Comirnaty;M;70-79;23887917;16911513.54;multiple imputation
15;Comirnaty;M;80+;15281984;11601277.84;multiple imputation
15;Spikevax;F;12-17;946203;480027.0591;multiple imputation
15;Spikevax;F;18-24;3058450;1959959.914;multiple imputation
15;Spikevax;F;25-29;2378589;2177329.203;multiple imputation
15;Spikevax;F;30-39;5232091;4326524.796;multiple imputation
15;Spikevax;F;40-49;5033481;4197702.254;multiple imputation
15;Spikevax;F;5-11;10142;9839.876873;multiple imputation
15;Spikevax;F;50-59;5418770;3493544.334;multiple imputation
15;Spikevax;F;60-69;3430448;2162525.035;multiple imputation
15;Spikevax;F;70-79;3031482;1883215.659;multiple imputation
15;Spikevax;F;80+;2259460;1265088.758;multiple imputation
15;Spikevax;M;12-17;954973;479986.8093;multiple imputation
15;Spikevax;M;18-24;3248364;2176008.031;multiple imputation
15;Spikevax;M;25-29;2414044;2203456.278;multiple imputation
15;Spikevax;M;30-39;5340282;4410444.033;multiple imputation
15;Spikevax;M;40-49;5091800;4252850.994;multiple imputation
15;Spikevax;M;5-11;11012;10887.98839;multiple imputation
15;Spikevax;M;50-59;5868985;3786710.69;multiple imputation
15;Spikevax;M;60-69;3167922;2094500.394;multiple imputation
15;Spikevax;M;70-79;2618197;1783979.286;multiple imputation
15;Spikevax;M;80+;1473329;1060959.445;multiple imputation
15;Vaxzevria;F;10-19;280551;248635.7899;multiple imputation
15;Vaxzevria;F;20-29;1570408;1314157.658;multiple imputation
15;Vaxzevria;F;30-39;2664988;2237962.018;multiple imputation
15;Vaxzevria;F;40-49;3903885;3007864.48;multiple imputation
15;Vaxzevria;F;50-59;4667217;2935456.786;multiple imputation
15;Vaxzevria;F;60-69;13241902;7927061.407;multiple imputation
15;Vaxzevria;F;70-79;5375307;3323198.768;multiple imputation
15;Vaxzevria;F;80+;1002551;631048.8872;multiple imputation
15;Vaxzevria;M;10-19;134444;121073.388;multiple imputation
15;Vaxzevria;M;20-29;972260;870717.5583;multiple imputation
15;Vaxzevria;M;30-39;2171433;1883074.303;multiple imputation
15;Vaxzevria;M;40-49;3093378;2548626.885;multiple imputation
15;Vaxzevria;M;50-59;4348807;2877565.36;multiple imputation
15;Vaxzevria;M;60-69;13318857;7931535.155;multiple imputation
15;Vaxzevria;M;70-79;5026571;3158710.854;multiple imputation
15;Vaxzevria;M;80+;826231;619905.5984;multiple imputation
16;Comirnaty;F;12-17;13827513;7067869.958;multiple imputation
16;Comirnaty;F;18-24;16620256;11448753.47;multiple imputation
16;Comirnaty;F;25-29;12307409;11618724.78;multiple imputation
16;Comirnaty;F;30-39;30377360;26088618.65;multiple imputation
16;Comirnaty;F;40-49;36255586;30046935.99;multiple imputation
16;Comirnaty;F;5-11;95747;97285.0919;multiple imputation
16;Comirnaty;F;50-59;38232712;25503750.19;multiple imputation
16;Comirnaty;F;60-69;25608595;16713274.39;multiple imputation
16;Comirnaty;F;70-79;28510464;18950684;multiple imputation
16;Comirnaty;F;80+;23285836;14026576.33;multiple imputation
16;Comirnaty;M;12-17;14253765;7069219.658;multiple imputation
16;Comirnaty;M;18-24;16811536;12061621.93;multiple imputation
16;Comirnaty;M;25-29;12409185;11665271.77;multiple imputation
16;Comirnaty;M;30-39;29082744;25044441.12;multiple imputation
16;Comirnaty;M;40-49;35173634;29355501.73;multiple imputation
16;Comirnaty;M;5-11;113911;114746.5943;multiple imputation
16;Comirnaty;M;50-59;36005603;24246830.34;multiple imputation
16;Comirnaty;M;60-69;23926649;16693955.25;multiple imputation
16;Comirnaty;M;70-79;23018041;16221778.64;multiple imputation
16;Comirnaty;M;80+;15141436;11529795.26;multiple imputation
16;Spikevax;F;12-17;926883;479528.3016;multiple imputation
16;Spikevax;F;18-24;3211995;2132981.949;multiple imputation
16;Spikevax;F;25-29;2569609;2362539.597;multiple imputation
16;Spikevax;F;30-39;5322069;4458710.595;multiple imputation
16;Spikevax;F;40-49;5084183;4278949.439;multiple imputation
16;Spikevax;F;5-11;10968;11215.85461;multiple imputation
16;Spikevax;F;50-59;5378876;3520931.22;multiple imputation
16;Spikevax;F;60-69;3423023;2193050.962;multiple imputation
16;Spikevax;F;70-79;3194336;2060579.267;multiple imputation
16;Spikevax;F;80+;2288481;1318047.3;multiple imputation
16;Spikevax;M;12-17;970765;478872.3187;multiple imputation
16;Spikevax;M;18-24;2984537;1979797.288;multiple imputation
16;Spikevax;M;25-29;2505356;2312069.587;multiple imputation
16;Spikevax;M;30-39;5200801;4370694.687;multiple imputation
16;Spikevax;M;40-49;5012170;4230698.17;multiple imputation
16;Spikevax;M;5-11;12198;12222.46597;multiple imputation
16;Spikevax;M;50-59;5609193;3648596.961;multiple imputation
16;Spikevax;M;60-69;3205819;2164584.807;multiple imputation
